101,2015,1,15,-10.63,73.8,-14.41,0,0,.018,-63.59,1015,1.081,.981,180.6,24.7,4.214,1.597
101,2015,1,30,-10.33,73.4,-14.17,0,0,.018,-63.51,1015,1.011,.92,213.3,24.27,3.332,1.593
101,2015,1,45,-9.74,69.71,-14.24,0,0,.033,-53.42,1014,1.506,1.393,209.6,22.05,4.41,1.589
101,2015,1,100,-9.4,67.16,-14.36,0,0,.029,-41.41,1014,1.631,1.519,222.1,21.18,4.704,1.582
101,2015,1,115,-9.28,65.68,-14.52,0,0,.034,-37.55,1014,1.768,1.628,222.4,22.74,4.9,1.579
101,2015,1,130,-9.22,65.14,-14.56,0,0,.035,-30.05,1014,1.852,1.746,229.9,19.3,4.9,1.576
101,2015,1,145,-9.08,65.02,-14.45,0,.001,.033,-40.67,1014,1.552,1.482,240.6,17.2,3.92,1.572
101,2015,1,200,-9.32,66.35,-14.44,0,0,.018,-59.06,1014,1.419,1.343,247.8,18.66,4.018,1.567
101,2015,1,215,-9.65,68.49,-14.36,0,0,.02,-46.87,1014,1.451,1.357,243.6,20.63,4.508,1.563
101,2015,1,230,-9.21,67.04,-14.21,0,0,.026,-36.29,1013,1.525,1.448,239.7,18.18,3.92,1.557
101,2015,1,245,-9,65.88,-14.21,0,0,.038,-32.62,1013,1.597,1.49,245.5,20.97,3.626,1.552
101,2015,1,300,-8.8,63.85,-14.4,0,0,.023,-49.33,1013,1.974,1.844,247.2,20.78,5.292,1.549
101,2015,1,315,-8.88,63.44,-14.56,0,0,.007,-60.49,1013,1.961,1.817,250.9,21.91,4.41,1.546
101,2015,1,330,-8.8,63.67,-14.44,0,0,.013,-33.65,1013,1.841,1.702,247.4,22.12,5.096,1.542
101,2015,1,345,-8.79,62.77,-14.6,0,.001,.008,-60.84,1013,1.762,1.642,247.9,21.08,4.704,1.538
101,2015,1,400,-9.08,63.86,-14.67,0,0,.003,-65.38,1013,1.414,1.29,256,24.02,4.116,1.532
101,2015,1,415,-9.36,65.19,-14.68,0,0,.002,-70.8,1013,1.76,1.648,259.3,20.45,4.116,1.528
101,2015,1,430,-9.49,65.59,-14.73,0,0,.005,-71.5,1012,2.124,1.965,253.9,22.15,5.684,1.523
101,2015,1,445,-9.53,66.15,-14.67,0,0,.008,-69.21,1012,1.949,1.79,259.6,23.15,4.9,1.518
101,2015,1,500,-9.48,65.79,-14.69,0,0,.01,-70.2,1012,2.296,2.147,249.3,20.61,6.272,1.512
