"","Meaning","NineEnd","Age"
"720",3,1,39
"722",4,0,26
"723",2,0,36
"724",3,0,44
"725",4,0,41
"726",4,0,47
"727",3,1,49
"730",3,0,33
"731",4,0,42
"732",3,1,39
"733",3,0,64
"736",3,0,32
"737",3,1,29
"738",3,0,41
"739",3,0,37
"740",3,0,45
"741",2,0,56
"745",3,0,32
"746",3,0,42
"747",2,0,47
"748",4,0,57
"751",4,0,34
"752",4,0,41
"753",4,0,52
"754",3,0,55
"758",3,0,33
"759",3,1,29
"760",4,0,43
"761",4,0,44
"762",4,0,50
"763",4,1,59
"766",4,0,30
"767",3,0,51
"768",4,0,62
"770",3,0,32
"771",3,1,29
"772",4,0,42
"773",4,0,41
"774",3,0,47
"775",3,0,63
"778",4,0,27
"780",3,0,34
"781",3,0,32
"782",4,0,44
"783",3,0,54
"784",3,0,42
"785",3,0,60
"789",3,0,25
"790",3,0,31
"791",3,0,35
"792",3,1,39
"793",3,0,51
"794",3,1,49
"795",2,0,56
"798",3,0,32
"799",2,0,27
"800",3,0,42
"801",3,0,41
"802",3,0,53
"803",2,0,62
"807",3,0,26
"808",2,0,31
"809",4,1,29
"810",4,0,36
"811",3,1,39
"NA.1",,0,
"813",2,1,59
"817",2,0,34
"818",3,1,29
"819",2,0,35
"820",2,0,42
"821",2,0,36
"822",3,0,47
"823",2,0,56
"827",3,0,34
"828",4,0,32
"829",4,0,41
"830",4,0,43
"831",4,0,44
"832",3,0,47
"833",3,0,51
"838",4,0,33
"839",4,0,28
"840",4,0,30
"841",4,0,43
"842",4,0,54
"843",4,0,52
"844",4,0,62
"847",3,0,35
"848",4,0,44
"851",2,0,26
"852",4,0,34
"853",4,0,26
"854",3,0,34
"855",3,0,42
"856",3,0,40
"857",2,0,44
"858",4,0,50
"859",2,0,52
"860",2,0,63
"861",3,0,57
"865",4,0,38
"866",2,0,45
"867",3,0,61
"871",4,0,34
"872",4,0,30
"873",4,0,44
"874",4,0,40
"875",4,0,54
"876",4,0,63
"878",4,0,25
"879",4,0,35
"880",2,0,54
"881",3,0,64
"884",4,0,33
"885",3,0,30
"886",3,0,41
"887",4,0,51
"888",3,0,58
"890",4,0,33
"891",3,0,44
"892",4,1,49
"895",4,0,26
"896",4,0,37
"897",2,0,53
"898",3,0,64
"903",3,0,33
"904",3,0,32
"905",3,0,42
"906",3,0,44
"907",2,0,50
"908",3,0,63
"910",3,0,26
"911",2,0,32
"912",3,0,38
"913",3,0,41
"914",3,0,56
"915",4,0,53
"917",4,0,32
"918",2,0,42
"919",2,0,37
"920",3,0,56
"924",3,0,26
"925",3,0,30
"926",3,1,29
"927",4,0,30
"928",3,0,37
"929",4,0,40
"930",4,0,46
"933",,0,27
"934",2,0,37
"935",3,0,32
"936",3,0,26
"937",4,0,33
"938",4,0,40
"939",3,1,39
"940",3,0,51
"941",4,0,57
"943",4,0,32
"945",4,0,43
"946",,0,50
"948",3,0,33
"949",1,0,36
"950",4,0,45
"951",4,0,57
"955",2,0,33
"956",3,0,31
"957",3,0,40
"958",4,0,48
"959",3,0,60
"962",4,1,29
"963",2,0,36
"964",4,0,54
"965",4,0,60
"968",4,0,30
"969",2,0,33
"970",4,0,43
"971",2,0,50
"972",4,0,56
"974",3,1,29
"975",4,0,40
"976",3,0,40
"977",3,0,46
"978",3,0,57
"981",3,0,32
"982",4,0,36
"983",3,0,52
"984",4,0,56
"988",4,0,25
"989",4,0,34
"990",4,0,44
"991",2,0,48
"992",3,0,56
"994",3,1,39
"995",3,0,34
"996",2,0,37
"997",3,0,42
"998",2,0,53
"999",,0,55
"1000",4,0,46
"1002",4,0,52
"1004",4,0,48
"1005",2,0,26
"1006",3,0,44
"1007",4,0,61
"1009",1,1,49
"1010",3,0,43
"1012",4,1,49
"1015",3,0,33
"1017",4,0,56
"1019",4,0,64
"1020",2,0,56
"1021",4,0,41
"1022",4,0,55
"1024",2,0,32
"1025",4,0,31
"1027",4,0,50
"1028",4,0,51
"1029",4,1,29
"1030",3,0,26
"1031",4,0,35
"1032",4,0,42
"1033",4,0,27
"1034",2,0,35
"1035",4,0,40
"1036",4,1,59
"1037",3,0,28
"1038",4,0,33
"1040",4,0,50
"1042",4,0,48
"1043",3,1,29
"1044",2,0,38
"1045",4,1,39
"1047",2,0,26
"1049",3,0,36
"1050",4,0,62
"1051",3,0,30
"1052",4,1,39
"1053",3,0,62
"1054",2,1,29
"1055",3,0,52
"1056",4,0,47
"1058",1,0,51
"1059",2,0,32
"1060",3,0,35
"1061",3,0,37
"1063",1,0,41
"1064",4,0,32
"1065",1,0,51
"1068",4,0,54
"1069",4,0,42
"1072",4,0,30
"1074",4,0,28
"1078",2,0,25
"1079",2,0,32
"1080",4,0,42
"1081",2,0,34
"1082",2,0,50
"1083",4,0,25
"1084",4,0,42
"1085",4,0,32
"1086",2,0,32
"1088",3,0,53
"1089",3,0,27
"1091",3,0,40
"1094",4,0,47
"1095",2,1,39
"1096",2,0,48
"1097",3,1,49
"1098",,0,33
"1101",1,0,42
"1102",1,0,40
"1104",4,0,47
"1105",3,0,53
"1106",2,0,37
"1107",1,0,60
"1108",2,0,28
"1110",3,0,34
"1111",4,1,39
"1114",3,0,35
"1116",4,0,60
"1117",4,0,61
"1119",4,0,44
"1121",3,0,63
"1122",2,0,37
"1123",2,0,36
"1124",4,1,49
"1125",4,0,30
"1126",1,0,41
"1127",3,0,27
"1130",4,0,31
"1132",4,0,37
"1133",3,0,61
"1134",2,0,26
"1135",3,0,47
"1138",3,0,45
"1139",4,0,50
"1140",4,0,36
"1142",1,0,57
"1143",3,0,50
"1145",1,0,42
"1147",4,0,25
"1148",3,0,31
"1149",4,0,47
"1150",4,0,41
"1152",3,0,35
"1154",4,0,58
"1155",4,0,36
"1157",4,0,25
"1159",3,0,61
"1160",3,0,27
"1162",,0,45
"1164",3,0,45
"1167",3,0,33
"1168",1,0,46
"1169",2,1,29
"1172",4,0,62
"1173",3,0,34
"1175",3,0,42
"1177",3,0,52
"1178",4,1,49
"1179",4,0,60
"1180",4,0,27
"1183",1,0,28
"1185",4,0,47
"1186",4,1,29
"1187",4,0,35
"1188",1,0,61
"1189",3,0,43
"1190",4,0,53
"1192",4,0,48
"1193",4,1,29
"1195",4,0,60
"1196",3,0,40
"1198",4,1,29
"1199",3,0,26
"1200",2,0,25
"1201",4,0,60
"1202",4,0,38
"1203",3,1,39
"1204",4,0,38
"1206",3,0,43
"1207",3,0,61
"1208",3,0,40
"1209",2,1,49
"1210",4,0,55
"1213",4,1,39
"1214",4,0,27
"1216",2,0,54
"1217",1,0,33
"1219",2,0,34
"1220",4,1,29
"1221",3,0,57
"1223",1,0,42
"1224",3,1,59
"1226",4,0,25
"1228",2,0,58
"1229",3,0,51
"1230",4,0,40
"1231",4,0,57
"1232",4,0,42
"1233",4,0,25
"1234",2,0,57
"1235",4,0,41
"1237",4,1,39
"1238",4,0,40
"1239",3,0,64
"1240",2,0,35
"1243",,0,34
"1245",1,0,55
"1246",3,0,61
"1247",4,0,26
"1248",1,0,25
"1249",4,0,28
"1250",1,0,41
"1251",4,0,50
"1252",4,0,32
"1253",4,0,27
"1258",3,0,33
"1259",4,0,63
"1261",3,0,63
"1262",4,0,64
"1263",3,0,25
"1264",4,0,47
"1265",3,0,34
"1266",4,0,40
"1267",4,0,30
"1268",4,0,30
"1269",4,0,43
"1270",4,0,41
"1271",4,0,38
"1273",3,0,44
"1274",4,0,61
"1275",3,0,38
"1276",4,0,33
"1279",4,1,49
"1280",4,0,60
"1281",3,1,39
"1283",2,0,33
"1284",4,0,46
"1285",4,0,50
"1286",3,0,61
"1288",2,0,31
"1289",3,0,36
"1290",,0,30
"1291",3,0,28
"1293",4,0,57
"1295",4,0,50
"1296",4,0,51
"1297",4,0,43
"1299",4,0,36
"1300",3,0,26
"1302",3,0,34
"1303",3,0,31
"1304",2,1,49
"1305",3,0,35
"1306",4,0,34
"1307",4,0,47
"1308",2,0,55
"1309",3,0,45
"1310",4,0,26
"1312",4,1,29
"1313",4,0,36
"1314",4,0,25
"1317",4,1,49
"1319",4,0,28
"1322",4,0,26
"1323",3,0,27
"1324",4,0,38
"1325",4,0,25
"1327",4,0,48
"1329",1,0,57
"1333",4,0,26
"1334",4,0,38
"1336",1,0,43
"1338",2,0,48
"1339",4,1,59
"1340",3,0,28
"1341",4,0,28
"1344",4,0,50
"1345",4,0,53
"1346",4,0,54
"1348",4,0,27
"1349",4,0,42
"1350",4,0,34
"1351",3,0,35
"1352",3,0,38
"1354",4,0,26
"1356",4,0,53
"1357",4,0,58
"1358",4,0,26
"1359",4,0,47
"1361",3,0,37
"1362",4,0,38
"1363",3,0,30
"1364",1,0,64
"1365",1,0,33
"1367",4,0,50
"1368",4,0,25
"1370",3,0,40
"1371",4,0,42
"1372",3,0,31
"1376",4,1,49
"1377",3,0,55
"1379",3,0,50
"1381",4,0,27
"1382",2,0,26
"1383",3,0,51
"1385",4,0,35
"1388",4,0,50
"1389",2,0,25
"1390",4,0,41
"1392",4,1,49
"1395",4,0,31
"1396",4,0,54
"1399",2,0,30
"1400",3,0,50
"1401",3,0,45
"1402",4,0,64
"1403",3,0,25
"1404",4,0,37
"1408",4,0,25
"1409",4,0,60
"1411",3,0,40
"1412",4,0,26
"1415",4,0,61
"1416",4,0,45
"1418",4,0,25
"1419",3,0,45
"1421",4,0,53
"1422",3,0,32
"1424",4,0,37
"1426",4,0,56
"1427",4,0,48
"1428",2,0,52
"1430",3,1,39
"1431",4,0,30
"1432",4,0,60
"1433",4,1,39
"1435",4,0,42
"1436",4,0,26
"1437",3,0,37
"1439",3,0,53
"1441",3,0,27
"1443",4,0,46
"1444",4,0,57
"1445",4,0,32
"1446",4,0,38
"1447",4,0,61
"1448",4,0,38
"1451",4,0,26
"1452",4,1,29
"1453",4,0,57
"1454",4,1,39
"1457",4,0,43
"1458",,0,25
"1460",1,0,60
"1462",,0,28
"1463",3,1,39
"1466",2,0,64
"1467",3,0,52
"1468",4,0,35
"1469",4,0,35
"1471",4,0,26
"1473",4,0,27
"1474",2,0,40
"1477",4,0,37
"1478",3,0,33
"1479",3,0,30
"1481",4,0,62
"1482",4,0,31
"1483",4,0,61
"1485",3,1,39
"1486",4,1,39
"1488",4,0,45
"1489",3,0,36
"1490",4,0,61
"1492",4,1,59
"1493",2,1,29
"1495",3,0,36
"1496",3,0,50
"1497",3,0,51
"1498",3,0,26
"1499",2,0,64
"1500",3,0,33
"1501",3,0,26
"1502",1,0,50
"1503",4,0,46
"1504",3,0,45
"1506",3,0,36
"1508",3,0,38
"1511",4,0,37
"1512",4,0,46
"1513",4,0,31
"1514",3,0,35
"1515",4,0,30
"1518",4,1,39
"1521",4,1,29
"1523",1,0,43
"1524",3,0,53
"1525",4,0,44
"1526",2,0,50
"1527",2,0,47
"1531",4,0,32
"1532",3,1,49
"1533",4,0,64
"1534",4,0,31
"1535",4,0,28
"1536",3,0,38
"1537",4,0,57
"1538",2,0,27
"1543",3,0,45
"1544",4,0,45
"1546",4,0,47
"1547",4,0,46
"1548",3,0,38
"1549",4,1,49
"1550",2,1,59
"1551",3,0,55
"1552",4,0,51
"1553",2,0,30
"1554",4,1,29
"1556",4,0,41
"1560",3,0,30
"1561",3,0,34
"1562",4,0,46
"1563",4,0,37
"1564",4,0,62
"1565",4,0,62
"1566",3,0,28
"1568",4,0,33
"1569",1,0,27
"1570",4,0,40
"1571",1,1,59
"1573",3,0,35
"1574",4,0,58
"1575",3,0,52
"1576",3,1,49
"1578",4,0,45
"1579",4,0,41
"1580",2,0,54
"1581",2,0,35
"1582",3,0,38
"1585",4,0,41
"1586",4,0,36
"1587",3,0,26
"1589",4,0,46
"1591",1,0,35
"1596",4,0,51
"1598",,0,31
"1599",4,0,58
"1600",4,0,50
"1602",4,0,40
"1603",3,0,33
"1604",4,0,53
"1605",3,0,60
"1608",4,0,36
"1609",4,0,27
"1611",4,0,42
"1612",3,0,26
"1613",2,0,54
"1614",4,1,39
"1615",4,1,39
"1616",2,0,35
"1620",3,0,32
"1622",3,0,32
"1623",4,0,58
"1624",4,0,63
"1625",3,0,30
"1626",3,0,63
"1627",2,0,28
"1628",4,0,25
"1629",4,0,32
"1632",4,0,56
"1633",2,0,34
"1635",4,0,57
"1636",2,0,53
"1638",4,0,55
"1640",4,0,48
"1642",4,1,29
"1643",4,0,62
"1644",4,0,54
"1645",3,0,25
"1646",4,0,58
"1647",4,0,37
"1648",4,1,49
"1650",3,0,43
"1651",4,0,42
"1654",3,0,57
"1655",1,0,40
"1657",3,0,37
"1659",3,0,34
"1660",4,0,48
"1661",4,0,51
"1662",4,0,51
"1665",3,0,52
"1666",1,1,49
"1668",4,0,43
"1669",3,1,29
"1671",4,0,30
"1672",4,0,28
"1673",3,0,34
"1674",4,0,35
"1677",4,1,59
"1678",1,0,40
"1680",3,0,36
"1681",4,0,28
"1682",,0,56
"1683",3,0,25
"1685",4,0,43
"1686",3,0,50
"1687",3,0,35
"1688",1,0,55
"1689",3,0,48
"1690",4,0,27
"1691",3,1,29
"1692",2,0,43
"1694",4,0,33
"1695",4,0,44
"1696",3,0,51
"1697",1,0,35
"1698",3,0,48
"1700",,0,64
"1701",3,1,29
"1703",2,0,44
"1706",3,0,30
"1707",3,0,61
"1708",3,0,55
"1710",3,0,25
"1712",3,0,42
"1713",3,0,25
"1714",2,0,43
"1715",3,0,46
"1716",3,0,56
"1718",3,0,36
"1719",2,0,63
"1721",4,0,25
"1723",4,0,58
"1725",4,0,34
"1726",4,0,37
"1728",4,0,25
"1731",4,0,62
"1732",4,0,44
"1733",4,0,37
"1735",3,0,53
"1736",3,0,31
"1739",4,0,57
"1740",3,0,26
"1741",4,0,36
"1743",3,0,57
"1746",3,0,30
"1747",3,0,35
"1748",1,0,61
"1749",4,0,26
"1750",1,0,36
"1754",4,1,49
"1755",2,0,58
"1756",3,0,31
"1759",4,0,42
"1761",4,0,64
"1762",4,0,27
"1763",4,0,25
"1765",4,0,64
"1766",4,0,36
"1768",4,0,45
"1771",4,0,31
"1772",3,0,57
"1774",4,0,36
"1775",4,0,31
"1779",4,0,60
"1780",4,0,41
"1781",4,0,64
"1782",3,0,52
"1783",4,1,39
"1784",3,1,29
"1787",4,0,51
"1788",4,0,40
"1789",4,0,57
"1790",4,0,31
"1791",4,0,51
"1792",4,0,46
"1794",4,0,28
"1796",3,0,36
"1798",4,0,56
"1799",4,0,41
"1800",4,0,55
"1801",4,1,39
"1803",1,0,48
"1804",4,0,52
"1807",4,0,42
"1808",3,0,64
"1810",4,0,32
"1811",3,0,26
"1813",4,0,52
"1815",2,0,46
"1818",3,0,36
"1820",1,1,49
"1821",3,0,32
"1823",2,0,25
"1825",3,0,63
"1826",3,1,49
"1827",2,0,50
"1828",4,0,27
"1829",4,0,34
"1830",4,0,44
"1831",3,0,27
"1832",4,0,35
"1835",2,0,30
"1836",1,0,40
"1838",4,0,32
"1840",3,0,62
"1841",3,0,40
"1843",4,0,42
"1845",4,0,34
"1847",4,0,34
"1848",2,0,26
"1849",2,0,26
"1851",2,0,60
"1852",4,0,51
"1853",4,1,29
"1854",4,0,54
"1855",4,1,49
"1856",4,0,27
"1857",,1,29
"1858",4,0,35
"1863",4,1,39
"1864",4,0,53
"1865",3,0,55
"1866",3,0,37
"1867",3,0,38
"1868",2,0,43
"1869",4,0,34
"1872",3,0,35
"1873",3,0,32
"1874",4,0,30
"1876",4,0,48
"1877",3,0,51
"1879",3,0,44
"1880",4,0,57
"1881",4,0,60
"1882",2,0,43
"1884",4,0,31
"1886",2,1,49
"1887",3,0,44
"1888",4,0,51
"1890",3,0,33
"1891",1,1,39
"1892",3,0,45
"1893",3,0,53
"1895",3,0,55
"1897",4,0,56
"1900",2,0,31
"1902",4,1,49
"1903",4,0,36
"1904",4,1,39
"1905",4,1,29
"1906",4,0,37
"1907",4,0,51
"1908",4,0,34
"1909",4,0,44
"1910",4,0,61
"1911",4,0,60
"1913",4,0,55
"1915",1,0,35
"1918",4,1,39
"1919",4,0,46
"1920",4,0,37
"1921",4,0,57
"1924",4,0,56
"1926",4,0,58
"1928",2,0,38
"1929",4,0,63
"1931",3,0,60
"1932",3,0,25
"1934",4,0,37
"1935",2,0,37
"1936",2,0,33
"1937",4,0,44
"1939",3,0,43
"1941",2,0,27
"1946",4,0,26
"1947",4,0,51
"1949",4,0,58
"1950",2,0,63
"1954",4,0,46
"1955",4,0,27
"1958",4,0,38
"1959",4,0,32
"1960",3,0,36
"1962",4,1,59
"1963",3,0,57
"1964",4,0,28
"1965",3,0,61
"1966",4,0,25
"1967",3,0,25
"1968",4,0,31
"1969",3,0,51
"1971",4,0,25
"1972",3,1,49
"1974",4,0,56
"1976",4,0,33
"1977",4,0,47
"1979",3,0,48
"1980",3,1,59
"1981",3,0,46
"1982",4,0,26
"1983",3,0,34
"1985",2,0,45
"1986",4,0,40
"1987",4,0,58
"1988",4,0,26
"1989",3,0,44
"1990",4,0,64
"1993",2,0,32
"1994",4,0,47
"1995",3,0,60
"1996",2,0,37
"1997",4,1,29
"1999",,0,41
"2000",4,0,41
"2001",,0,64
"2002",3,0,53
"2004",3,0,63
"2006",4,0,32
"2007",4,0,42
"2011",4,0,34
"2012",4,0,64
"2013",3,0,45
"2014",4,1,59
"2016",1,0,35
"2018",1,0,34
"2019",1,0,60
"2020",3,0,45
"2021",2,0,46
"2022",2,0,62
"2023",2,0,28
"2024",2,0,41
"2025",3,0,33
"2026",4,0,63
"2027",3,0,34
"2028",2,0,64
"2029",4,0,28
"2030",4,0,47
"2031",3,0,64
"2034",4,0,45
"2035",1,0,36
"2036",2,0,61
"2037",3,1,29
"2038",4,0,41
"2039",4,0,52
"2041",2,0,25
"2042",2,0,35
"2043",4,0,36
"2044",3,0,43
"2045",4,0,30
"2046",4,0,36
"2047",1,0,51
"2049",2,0,32
"2050",4,0,36
"2051",1,0,63
"2053",3,0,47
"2055",2,0,63
"2057",,0,40
"2058",,0,34
"2059",2,0,47
"2061",4,0,34
"2063",4,0,57
"2065",3,0,45
"2066",,0,55
"2067",3,0,43
"2068",3,1,29
"2069",3,0,35
"2070",3,0,54
"2071",3,0,25
"2074",4,0,40
"2077",4,0,53
"2078",3,0,30
"2081",4,0,50
"2082",2,0,26
"2083",4,0,32
"2085",3,0,34
"2086",3,1,29
"2088",3,0,47
"2089",2,0,48
"2090",3,0,43
"2091",4,0,38
"2092",4,0,40
"2094",4,0,48
"2095",4,0,33
"2096",4,0,28
"2098",4,0,56
"2100",4,0,28
