"","Meaning","NineEnd","Age"
"489",3,0,52
"490",,0,50
"491",2,1,29
"493",3,0,30
"494",3,0,25
"495",,0,51
"499",3,1,39
"503",4,0,35
"504",4,0,25
"505",4,0,35
"507",4,1,29
"508",3,0,34
"509",3,0,41
"510",4,0,30
"511",3,0,64
"512",4,0,31
"513",4,0,36
"514",3,1,29
"515",4,0,57
"517",4,0,53
"518",2,1,29
"519",3,0,30
"520",4,0,54
"521",3,0,43
"522",4,0,31
"524",3,0,35
"525",2,0,55
"526",3,0,54
"527",3,0,30
"528",2,0,51
"529",4,0,32
"530",3,0,62
"531",3,0,27
"532",3,0,42
"534",1,0,30
"535",1,0,28
"536",3,0,62
"537",1,0,64
"538",2,0,27
"540",2,0,58
"542",3,0,54
"545",4,0,28
"546",4,0,54
"547",3,1,39
"548",4,1,29
"550",1,0,44
"551",2,0,60
"554",2,0,33
"555",4,0,60
"556",3,0,36
"557",4,0,25
"559",2,0,45
"560",2,0,58
"561",4,0,33
"562",3,0,45
"564",3,0,42
"565",4,0,50
"566",3,0,34
"567",2,1,29
"569",3,0,25
"570",2,0,38
"574",2,0,35
"575",4,0,58
"576",3,0,27
"578",4,0,34
"579",1,0,45
"581",4,0,32
"582",4,0,50
"583",4,0,51
"584",3,0,37
"585",3,0,25
"587",3,0,32
"588",1,0,28
"589",3,0,54
"592",2,0,38
"594",3,0,63
"595",4,0,36
"597",4,0,26
"598",4,1,49
"600",4,1,49
"601",3,0,34
"602",4,0,32
"603",3,0,53
"604",4,0,31
"606",4,0,35
"607",4,1,29
"609",3,0,27
"610",3,0,50
"611",2,1,49
"612",2,0,31
"614",2,0,48
"616",2,0,46
"618",1,0,28
"621",2,0,45
"622",2,1,29
"623",2,0,50
"626",4,0,44
"627",4,0,48
"628",3,0,34
"629",3,0,64
"630",4,0,46
"631",4,0,34
"633",4,0,64
"634",1,0,45
"636",3,0,55
"638",4,0,27
"639",3,0,37
"640",2,0,37
"641",3,0,34
"642",3,0,28
"643",2,0,62
"644",,0,60
"645",3,0,34
"646",3,0,46
"647",3,0,38
"648",2,0,28
"651",3,0,44
"652",3,0,51
"654",3,0,26
"656",2,0,34
"658",3,0,48
"659",3,0,48
"660",3,0,28
"662",1,0,35
"667",2,0,26
"668",3,0,32
"669",2,0,42
"670",3,1,49
"672",3,0,58
"674",2,0,55
"675",3,0,60
"676",3,0,27
"677",2,0,34
"678",3,0,43
"679",3,0,58
"681",2,0,54
"682",2,1,39
"683",3,0,43
"684",2,0,47
"686",3,0,34
"688",2,0,62
"689",1,0,27
"693",3,0,32
"694",3,0,37
"695",3,0,36
"696",3,1,59
"697",3,0,54
"698",3,0,55
"699",3,0,61
"700",,0,56
"701",3,1,49
"702",3,0,45
"703",3,1,49
"704",3,0,34
"705",3,0,54
"706",4,0,55
"707",3,1,59
"708",4,0,61
"709",,0,56
"710",4,0,35
"712",1,0,45
"713",3,0,53
"714",4,0,36
"715",1,0,51
"717",3,0,28
"718",2,1,39
"719",3,0,63
"720",3,0,31
"721",4,0,48
"723",,1,39
"724",,0,47
"725",2,0,37
"726",2,0,32
"733",3,1,39
"734",1,0,38
"735",3,0,26
"737",3,0,36
"739",3,1,59
"740",3,0,33
"741",4,0,43
"742",4,0,50
"743",4,0,64
"744",3,0,34
"746",4,0,57
"747",4,0,26
"750",,0,38
"751",2,0,53
"752",3,0,32
"755",3,0,40
"757",4,0,56
"758",4,0,36
"759",3,0,32
"760",2,0,35
"761",1,0,40
"762",1,0,52
"763",1,0,64
"764",2,0,25
"765",3,0,42
"766",4,0,48
"767",3,0,64
"768",2,0,25
"770",2,0,27
"771",2,0,47
"774",3,0,33
"776",3,0,43
"777",2,0,27
"778",3,0,43
"779",,0,30
"780",4,0,25
"781",4,0,56
"782",3,0,54
"783",2,0,32
"784",4,0,27
"785",3,0,46
"789",1,0,35
"790",3,0,63
"791",3,0,34
"792",1,0,25
"793",1,1,29
"795",2,0,26
"796",2,0,58
"797",1,0,57
"798",1,0,50
"799",1,0,36
"800",2,0,46
"801",1,0,31
"802",2,0,25
"803",1,0,57
"804",1,0,50
"805",2,0,48
"806",1,0,64
"807",2,0,32
"809",2,0,60
"810",1,0,31
"811",2,0,45
"812",2,1,29
"813",2,1,59
"814",1,0,31
"815",1,0,38
"818",4,0,30
"819",1,0,62
"820",2,0,45
"821",1,0,50
"822",2,0,25
"823",1,0,40
"825",2,1,29
"827",4,1,29
"828",1,0,36
"829",2,0,62
"830",3,0,32
"832",,0,60
"833",2,0,38
"834",1,0,25
"836",4,0,46
"837",3,0,34
"838",4,0,63
"839",3,0,42
"841",4,0,45
"842",4,0,28
"845",3,0,64
"846",3,0,34
"847",3,0,28
"849",2,0,48
"850",4,0,62
"852",4,0,55
"853",4,0,36
"855",4,1,29
"856",3,0,34
"857",2,0,62
"858",3,1,29
"859",2,0,50
"862",4,0,45
"863",3,0,28
"865",3,0,50
"867",4,0,35
"869",3,1,29
"870",4,0,63
"871",4,1,29
"872",4,1,29
"873",2,0,30
"874",3,0,45
"875",3,0,63
"876",2,0,28
"877",2,0,64
"878",4,0,36
"881",2,0,30
"883",4,0,54
"884",4,0,40
"887",4,0,63
"888",4,0,42
"889",4,0,42
"890",1,0,34
"892",4,0,54
"893",2,0,40
"894",4,0,25
"896",3,0,27
"897",4,0,57
"899",4,0,30
"901",3,0,33
"902",4,0,63
"904",3,0,27
"905",3,0,47
"906",3,0,27
"907",2,0,38
"908",3,1,49
"910",3,0,60
"913",4,0,30
"914",4,0,64
"915",3,0,53
"916",3,1,29
"917",3,0,25
"918",3,0,34
"920",1,0,54
"921",2,0,26
"923",4,0,35
"924",3,0,64
"925",,0,35
"926",2,0,48
"928",4,0,45
"929",4,0,63
"930",3,0,30
"931",3,0,38
"937",3,1,49
"938",3,0,26
"940",4,0,52
"942",4,1,49
"944",4,0,34
"948",3,0,44
"949",3,0,35
"951",1,0,48
"952",1,0,32
"953",3,0,56
"954",3,0,54
"955",4,0,26
"956",4,0,57
"958",3,0,34
"959",4,0,45
"960",4,0,47
"961",3,0,50
"962",2,0,28
"964",4,0,33
"965",4,0,34
"966",4,0,41
"967",3,0,40
"969",3,0,37
"970",4,1,29
"972",2,0,52
"974",3,0,33
"975",,0,34
"976",3,1,29
"977",4,0,30
"978",4,0,33
"979",3,0,55
"980",3,0,41
"981",3,0,54
"982",2,0,51
"983",3,0,32
"984",3,0,55
"986",3,0,52
"987",3,0,42
"989",3,0,54
"990",3,0,45
"991",4,0,32
"993",3,0,28
"994",3,0,42
"995",3,1,29
"996",1,0,47
"997",1,0,36
"998",1,0,35
"999",2,0,56
"1000",1,0,37
"1001",2,0,32
"1002",1,0,47
"1003",1,0,51
"1004",2,0,47
"1005",,0,44
"1006",4,1,39
"1007",3,0,34
"1008",3,0,33
"1009",2,0,33
"1010",3,0,42
"1011",3,0,33
"1012",4,0,51
"1013",3,0,36
"1014",4,0,35
"1016",4,0,34
"1017",3,1,49
"1018",2,0,42
"1020",3,0,61
"1021",4,0,46
"1022",4,0,41
"1023",4,0,62
"1024",4,0,45
"1025",3,0,45
"1026",4,0,43
"1027",4,0,32
"1028",4,0,26
"1029",3,0,36
"1030",2,0,26
"1031",4,0,57
"1032",4,0,36
"1033",2,0,37
"1034",3,0,28
"1035",3,0,32
"1037",2,0,36
"1038",3,0,27
"1040",4,0,40
"1041",4,0,62
"1042",3,0,35
"1045",4,0,34
"1046",3,0,34
"1051",3,0,50
"1052",2,0,33
"1054",3,0,40
"1055",3,0,28
"1056",3,1,29
"1057",4,0,37
"1058",4,0,64
"1059",3,0,52
"1060",3,0,27
"1061",3,0,31
"1062",3,1,59
"1064",3,0,32
"1066",3,0,32
"1067",3,0,60
"1069",2,0,33
"1070",1,0,38
"1071",2,0,37
"1072",3,0,34
"1073",3,0,33
"1074",3,0,51
"1076",3,0,27
"1079",4,0,64
"1080",4,0,31
"1082",4,0,52
"1083",1,0,27
"1084",4,0,36
"1087",3,0,27
"1088",2,0,62
"1090",4,0,48
"1091",3,0,33
"1092",4,0,43
"1093",4,0,30
"1094",2,0,32
"1095",4,1,29
"1096",3,0,26
"1097",4,0,38
"1098",1,1,39
"1100",3,0,37
"1101",3,0,31
"1102",2,0,28
"1103",4,0,61
"1104",3,0,44
"1105",3,0,26
"1106",3,0,34
"1107",4,0,33
"1108",3,0,35
"1109",4,0,58
"1110",3,0,47
"1112",3,0,30
"1114",2,0,30
"1115",3,0,33
"1116",4,0,28
"1117",4,0,57
"1118",2,0,58
"1119",4,0,55
"1121",3,0,55
"1124",2,0,52
"1127",4,0,35
"1129",3,0,44
"1131",4,0,61
"1133",3,0,35
"1135",4,0,37
"1136",3,0,46
"1137",2,0,37
"1138",1,0,32
"1139",3,0,28
"1140",4,0,37
"1142",4,0,47
"1143",4,0,62
"1145",3,0,62
"1147",3,0,34
"1149",2,0,36
"1150",1,0,36
"1151",3,0,33
"1152",4,0,58
"1153",4,0,38
"1158",4,0,57
"1159",4,0,47
"1160",3,0,45
"1163",3,0,31
"1164",3,0,43
"1165",2,0,25
"1166",3,0,58
"1167",4,0,37
"1168",2,0,41
"1169",2,0,26
"1172",1,0,31
"1173",4,0,32
"1174",4,0,28
"1176",4,1,59
"1177",2,0,30
"1178",3,0,58
"1179",2,0,38
"1180",2,0,54
"1182",4,0,51
"1184",4,0,55
"1185",3,0,38
"1186",4,0,30
"1187",3,0,54
"1188",1,0,28
"1189",3,0,44
"1191",3,0,35
"1192",3,1,39
"1193",2,0,54
"1194",3,1,49
"1196",3,0,38
"1198",4,0,41
"1199",4,0,51
"1200",4,0,30
"1201",3,0,36
"1202",3,0,56
"1203",4,0,30
"1204",4,0,48
"1205",3,0,30
"1206",3,0,58
"1207",3,1,29
"1208",2,0,28
"1210",2,1,29
"1211",2,0,35
"1212",2,1,29
"1213",3,1,29
"1214",4,1,29
"1215",3,0,40
"1216",2,0,57
"1217",3,0,43
"1218",3,0,27
"1219",3,0,35
"1220",4,0,34
"1221",3,0,26
"1223",3,0,33
"1224",3,0,44
"1225",3,0,38
"1229",3,0,31
"1230",3,0,30
"1231",4,0,60
"1232",3,1,39
"1233",3,0,28
"1234",4,0,57
"1235",4,0,33
"1237",4,0,35
"1238",4,0,30
"1239",4,0,25
"1240",4,1,39
"1241",2,0,30
"1242",3,0,31
"1243",3,1,39
"1244",3,0,27
"1245",3,0,40
"1246",3,0,45
"1247",4,0,32
"1248",4,0,31
"1250",3,0,32
"1252",2,0,61
"1253",4,0,32
"1254",3,0,43
"1255",3,0,32
"1256",4,0,36
"1257",3,0,32
"1259",4,0,34
"1260",4,0,33
"1261",3,0,38
"1262",4,0,55
"1263",3,0,33
"1264",4,0,48
"1265",2,0,43
"1266",4,1,29
"1267",4,0,33
"1268",3,0,26
"1270",3,0,52
"1272",3,0,33
"1273",3,0,50
"1275",2,0,43
"1276",4,0,31
"1277",4,0,34
"1278",3,0,27
"1279",4,0,61
"1280",3,0,25
"1283",3,0,45
"1284",2,0,25
"1285",1,0,32
"1286",3,1,29
"1287",3,0,56
"1289",3,1,59
"1290",3,0,38
"1291",4,1,49
"1292",4,0,46
"1293",3,0,57
"1295",4,0,52
"1296",4,0,45
"1298",4,0,52
"1299",4,0,50
"1300",4,0,44
"1301",4,0,27
"1302",3,0,31
"1303",4,0,27
"1304",4,0,34
"1305",4,0,36
"1307",1,0,44
"1310",4,0,41
"1311",3,0,27
"1312",3,0,27
"1313",3,0,28
"1314",3,0,28
"1315",4,0,25
"1316",4,0,32
"1317",4,1,29
"1318",3,0,34
"1319",3,0,36
"1321",4,0,35
"1323",3,0,33
"1324",3,0,37
"1325",2,0,44
"1326",3,0,32
"1327",4,0,30
"1328",1,0,31
"1329",3,0,62
"1330",1,0,53
"1332",1,0,32
"1333",4,0,33
"1336",3,0,30
"1338",4,0,60
"1339",4,0,50
"1341",3,0,47
"1342",3,0,57
"1344",4,0,56
"1346",4,0,46
"1347",2,0,26
"1348",3,0,60
"1350",3,0,37
"1351",4,0,34
"1352",3,0,48
"1354",3,0,35
"1355",3,0,62
"1356",3,0,62
"1357",3,0,51
"1360",4,0,61
"1361",3,0,36
"1362",3,0,60
"1363",3,0,53
"1364",4,0,43
"1366",3,0,32
"1367",2,0,57
"1368",2,0,34
"1369",3,0,64
"1371",4,0,57
"1372",3,0,26
"1373",3,0,51
"1374",3,0,57
"1375",3,1,29
"1376",3,0,44
"1377",4,0,32
"1379",3,0,48
"1380",3,0,26
"1381",1,0,62
"1382",3,0,54
"1383",4,0,28
"1384",3,0,55
"1389",3,0,63
"1393",3,0,52
"1396",4,0,35
"1397",3,1,59
"1398",3,0,51
"1400",3,0,28
"1402",4,0,56
"1403",1,0,36
"1405",2,0,25
"1406",,0,51
"1407",4,0,58
"1409",3,0,34
"1410",4,0,61
"1412",,0,61
"1413",3,0,27
"1414",3,0,25
"1415",3,0,36
"1417",2,0,27
"1419",4,0,28
"1420",3,0,57
"1423",3,0,63
"1426",4,0,40
"1428",3,0,34
"1429",3,0,62
"1431",4,0,42
"1433",4,0,31
"1434",4,0,30
"1435",3,0,30
"1436",3,0,62
"1437",4,0,40
"1438",3,0,33
"1440",4,0,53
"1445",4,0,45
"1446",3,0,38
"1447",3,0,36
"1448",4,0,26
"1450",4,0,25
"1451",3,0,31
"1452",4,0,40
"1453",3,0,33
"1454",4,0,36
"1456",4,0,64
"1457",2,0,36
"1460",3,0,38
"1461",4,0,28
"1462",1,0,56
"1463",3,0,31
"1464",2,0,60
"1466",4,0,47
"1467",3,0,60
"1468",3,0,27
"1469",2,0,32
"1470",4,0,34
"1471",3,0,32
"1473",3,0,36
"1474",4,0,58
"1475",1,0,45
"1477",3,0,58
"1478",4,0,37
"1480",2,0,30
"1481",2,1,39
"1482",3,1,49
"1483",4,0,43
"1486",3,0,27
"1487",3,0,53
"1489",3,0,52
"1491",3,0,38
"1493",4,0,52
"1494",3,0,30
"1495",3,0,26
"1496",3,0,55
"1497",4,0,30
"1499",3,1,49
"1501",3,0,37
"1503",3,1,29
"1505",3,0,61
"1506",3,0,32
"1507",3,0,27
"1508",4,0,48
"1509",4,0,57
"1510",4,0,40
"1511",4,0,41
"1513",4,0,32
"1514",3,0,28
"1515",1,0,57
"1516",3,0,35
"1518",3,0,30
"1519",3,0,61
"1520",2,0,62
"1521",3,0,35
"1522",2,0,30
"1523",4,1,39
"1525",4,0,30
"1526",4,0,25
"1527",3,0,48
"1528",3,0,27
"1529",2,0,30
"1530",4,0,31
"1532",4,0,27
"1533",4,0,47
"1534",4,0,33
"1535",3,0,42
"1536",2,0,25
"1537",3,0,28
"1538",4,0,56
"1541",3,0,33
"1542",2,0,52
"1543",4,0,40
"1544",4,0,57
"1545",3,0,54
"1546",3,0,50
"1549",4,0,36
"1550",1,0,57
"1551",4,0,46
"1553",,0,56
"1554",2,0,58
"1555",3,0,57
"1556",4,0,52
"1558",4,0,43
"1561",2,0,30
"1562",4,0,34
"1563",2,0,57
"1564",1,0,48
"1565",2,0,57
"1566",3,0,54
"1567",3,0,28
"1568",4,0,60
"1569",4,1,49
"1572",4,0,34
"1573",3,0,41
"1574",4,0,38
"1577",3,0,40
"1578",3,0,31
"1579",3,0,36
"1582",3,0,27
"1583",2,0,51
"1584",3,0,37
"1585",2,0,56
"1586",3,0,58
"1587",3,0,27
"1588",1,0,25
"1590",4,0,40
"1591",4,0,52
"1592",3,0,52
"1593",3,0,37
"1594",3,0,35
"1595",4,0,36
"1596",4,1,29
"1597",4,0,31
"1598",3,0,27
"1599",2,0,33
"1600",4,0,36
"1601",4,0,27
"1602",3,0,32
"1603",4,0,33
"1604",4,0,37
"1605",4,1,29
"1606",4,0,34
"1607",2,0,37
"1608",3,0,52
"1609",3,0,41
"1610",2,0,28
"1611",3,0,43
"1613",4,0,30
"1614",4,0,63
"1615",4,0,36
"1616",3,0,43
"1618",3,0,28
"1619",2,0,26
"1620",4,0,54
"1621",4,0,35
"1622",3,0,53
"1623",1,0,38
"1624",4,0,26
"1626",2,0,28
"1628",4,0,30
"1629",4,1,29
"1630",2,0,25
"1631",4,0,60
"1636",2,0,63
"1637",2,1,29
"1638",1,0,34
"1639",3,0,35
"1640",3,0,35
"1641",4,0,35
"1642",3,0,28
"1643",4,0,46
"1644",4,0,30
"1646",3,0,34
"1647",3,0,36
"1648",4,0,26
"1649",3,0,25
"1650",3,0,25
"1656",4,0,51
"1657",1,0,33
"1658",2,0,53
"1660",4,0,53
"1663",4,0,45
"1664",3,0,31
"1666",3,0,27
"1668",3,1,29
"1669",2,0,44
"1670",3,0,32
"1671",3,0,28
"1672",2,0,32
"1673",3,0,55
"1674",4,1,39
"1676",3,0,58
"1677",4,0,31
"1678",3,0,32
"1679",4,0,63
"1680",4,0,35
"1682",3,0,28
"1685",4,0,26
"1686",1,1,29
"1688",3,0,30
"1690",3,0,35
"1691",1,0,55
"1696",1,0,37
"1697",3,0,25
"1698",1,1,59
"1699",2,0,34
"1700",4,0,52
"1706",3,0,57
"1709",4,1,29
"1710",4,1,49
"1712",2,0,41
"1713",4,0,50
"1714",4,0,30
"1719",1,0,25
"1722",3,0,47
"1723",3,0,41
"1724",4,0,54
"1725",4,0,63
"1727",,0,48
"1728",4,0,37
"1729",1,0,57
"1730",4,0,30
"1732",4,0,30
"1733",2,0,40
"1735",1,0,47
"1736",3,0,28
"1737",4,0,25
"1739",2,0,30
"1740",3,1,29
"1742",4,0,35
"1743",3,0,46
"1747",4,0,32
"1748",2,0,25
"1750",3,0,37
"1752",3,0,37
"1753",3,0,27
"1754",2,0,43
"1755",1,0,26
"1756",3,0,27
"1760",3,1,49
"1762",3,0,28
"1763",4,0,47
"1764",3,0,27
"1765",1,0,32
"1768",3,0,44
"1769",4,1,39
"1770",4,0,48
"1771",2,0,27
"1772",3,0,26
"1773",3,0,30
"1774",4,0,47
"1775",3,0,37
"1776",4,0,58
"1777",4,0,38
"1778",3,0,57
"1779",3,0,34
"1780",3,0,58
"1782",1,0,54
"1783",1,1,49
"1784",2,0,42
"1785",3,0,44
"1786",4,0,42
"1788",1,0,27
"1789",4,0,32
"1791",4,1,29
"1793",3,0,36
"1794",3,0,28
"1795",4,0,47
"1796",4,0,45
"1797",3,0,33
"1800",3,0,63
"1802",3,0,32
"1803",4,0,25
"1805",1,0,44
"1806",4,0,31
"1807",2,0,26
"1808",3,0,46
"1810",4,0,55
"1811",3,1,59
"1814",4,0,63
"1815",2,0,33
"1817",1,0,50
"1818",3,0,42
"1819",4,0,40
"1820",3,0,37
"1822",3,1,39
"1823",4,0,46
"1824",3,0,31
"1825",4,0,31
"1826",3,0,57
"1828",2,0,30
"1830",3,1,29
"1831",4,0,62
"1833",4,0,56
"1836",2,0,27
"1837",3,0,31
"1838",3,0,25
"1839",1,0,43
"1841",3,1,49
"1842",3,0,63
"1846",3,0,25
"1848",4,0,30
"1849",3,0,26
"1851",2,0,41
"1852",1,1,49
"1853",4,0,63
"1854",3,0,27
"1855",2,1,29
"1857",3,0,34
"1858",4,0,26
"1861",4,0,47
"1865",4,0,61
"1866",2,0,61
"1870",3,0,60
"1872",3,0,42
"1875",1,1,59
"1876",4,1,59
"1878",3,0,27
"1879",4,0,34
"1880",4,0,45
"1881",2,1,39
"1882",3,0,42
"1883",4,0,36
"1884",3,0,43
"1885",3,0,32
"1886",3,0,35
"1887",3,0,30
"1888",3,0,34
"1889",4,0,55
"1890",4,0,34
"1892",1,0,37
"1893",4,0,30
"1894",4,0,34
"1895",3,0,31
"1897",4,0,62
"1898",4,0,33
"1899",4,0,28
"1902",4,0,58
"1903",4,0,48
"1905",4,0,26
"1908",4,0,55
"1910",4,0,34
"1912",3,0,63
"1914",4,1,49
"1915",4,0,57
"1916",4,0,32
"1917",2,0,57
"1918",3,1,59
"1919",4,0,26
"1920",1,0,58
"1923",4,0,44
"1924",3,0,43
"1927",4,0,28
"1928",4,0,63
"1929",4,0,40
"1930",3,0,35
"1932",4,0,48
"1933",4,0,48
"1934",1,0,27
"1935",3,0,35
"1936",3,0,36
"1937",4,0,40
"1938",1,0,38
"1939",4,0,44
"1940",3,0,44
"1941",3,0,54
"1942",2,0,25
"1943",4,0,46
"1946",1,0,27
"1947",2,0,28
"1948",4,0,60
"1949",3,0,57
"1952",3,0,28
"1953",3,0,62
"1958",3,0,26
"1960",3,0,41
"1962",3,0,46
"1964",1,0,64
"1966",2,0,54
"1967",2,1,39
"1969",4,0,45
"1971",2,0,47
"1972",4,0,43
"1974",3,0,35
"1975",3,0,40
"1976",2,0,36
"1978",4,0,60
"1980",,0,27
"1981",2,0,53
"1983",1,0,31
"1984",4,0,31
"1986",3,0,38
"1989",4,0,45
"1991",2,0,61
"1993",4,0,27
"1995",4,0,54
"1997",3,0,28
"1998",3,0,27
"1999",3,0,28
"2002",2,0,50
"2007",4,0,43
"2008",3,0,41
"2009",2,0,56
"2010",3,0,50
"2012",3,0,27
"2013",2,0,57
"2015",3,0,46
"2017",4,0,36
"2018",2,0,33
"2019",4,0,35
"2020",4,0,62
"2023",3,0,40
"2024",4,0,45
"2025",3,0,57
"2026",4,0,40
"2027",4,0,58
"2028",4,0,56
"2029",3,0,28
"2031",3,0,36
"2033",4,0,26
"2035",4,0,32
"2036",2,0,35
"2037",2,1,29
"2040",3,1,39
"2041",3,0,28
"2042",4,0,26
"2044",2,0,48
"2047",3,0,32
"2048",2,1,29
"2050",2,0,42
"2052",4,0,50
"2054",3,0,32
"2055",1,0,58
"2056",3,0,27
"2057",2,0,30
"2058",3,0,30
"2062",3,0,42
"2063",4,0,36
"2065",4,0,40
"2067",1,0,48
"2069",3,0,62
"2071",3,0,48
"2074",1,0,27
"2076",4,0,36
"2079",1,0,33
