"","Meaning","NineEnd","Age"
"8571",2,0,31
"8574",4,0,63
"8575",1,0,36
"8576",3,0,54
"8579",2,0,35
"8580",4,0,25
"8581",3,0,42
"8582",4,0,40
"8583",4,1,39
"8585",4,0,50
"8586",3,0,32
"8591",2,0,44
"8593",4,0,42
"8594",4,0,46
"8595",4,0,28
"8596",3,0,43
"8597",3,1,39
"8598",4,0,33
"8599",3,0,27
"8602",4,0,31
"8603",3,0,38
"8604",3,0,61
"8605",3,0,53
"8606",3,0,62
"8607",4,0,27
"8608",4,0,42
"8609",3,0,63
"8610",2,0,32
"8611",3,0,47
"8613",2,0,46
"8614",4,0,25
"8615",4,0,41
"8616",4,0,62
"8617",4,0,31
"8618",4,0,34
"8620",1,0,56
"8621",1,0,60
"8622",3,0,55
"8624",3,0,52
"8625",4,1,49
"8626",2,0,58
"8627",2,0,52
"8630",2,0,48
"8634",4,0,56
"8635",4,0,32
"8636",4,0,47
"8637",4,0,52
"8640",3,0,52
"8641",4,0,56
"8642",4,0,28
"8643",2,1,29
"8646",3,1,49
"8647",4,0,45
"8648",2,0,53
"8649",4,0,44
"8650",3,1,39
"8652",4,0,56
"8655",1,0,61
"8656",4,0,58
"8657",4,0,50
"8659",3,0,56
"8660",3,0,62
"8661",4,0,51
"8662",4,0,34
"8663",4,0,28
"8667",3,0,57
"8671",4,0,30
"8672",3,0,56
"8673",4,0,56
"8674",4,0,41
"8676",3,0,50
"8677",3,0,35
"8678",3,0,43
"8679",3,0,60
"8681",3,0,50
"8683",4,0,34
"8684",4,0,58
"8687",3,0,60
"8688",3,0,63
"8690",2,0,57
"8692",3,0,31
"8693",3,0,38
"8694",4,0,56
"8695",4,0,43
"8696",2,0,27
"8699",2,0,26
"8700",3,0,33
"8701",3,0,48
"8702",2,0,32
"8704",4,0,46
"8705",4,0,34
"8706",4,0,47
"8709",4,0,28
"8710",1,1,49
"8711",4,0,37
"8712",4,0,32
"8713",4,0,25
"8714",3,0,48
"8715",2,0,64
"8717",4,0,47
"8718",4,0,34
"8720",,0,61
"8721",3,0,37
"8722",,0,35
"8723",2,0,47
"8724",3,0,52
"8725",4,0,47
"8728",1,0,54
"8729",1,0,62
"8731",2,0,51
"8732",3,0,60
"8733",2,1,39
"8734",4,0,53
"8736",2,0,52
"8737",4,0,32
"8738",3,0,34
"8739",3,0,35
"8740",4,0,51
"8741",3,1,59
"8742",2,0,25
"8743",4,0,25
"8744",3,0,26
"8745",4,0,44
"8746",4,1,29
"8747",3,0,53
"8748",4,0,46
"8749",4,0,56
"8750",4,0,27
"8752",4,0,40
"8753",4,0,30
"8755",4,0,51
"8757",3,1,49
"8760",3,1,29
"8762",2,0,50
"8763",2,0,56
"8764",4,0,26
"8765",3,0,43
"8766",3,0,31
"8767",4,0,30
"8768",3,0,40
"8770",4,0,50
"8771",4,0,40
"8773",3,0,43
"8774",2,0,38
"8775",4,0,28
"8776",4,0,40
"8777",4,0,28
"8779",3,0,37
"8780",1,0,28
"8782",4,0,54
"8784",3,0,28
"8785",2,0,26
"8788",2,0,63
"8790",4,0,47
"8792",3,0,25
"8794",4,0,47
"8795",4,0,46
"8797",4,0,33
"8798",4,0,53
"8799",4,0,58
"8800",4,0,51
"8801",2,0,28
"8802",2,0,37
"8803",4,0,53
"8806",2,0,35
"8807",4,0,36
"8809",4,0,45
"8810",4,0,26
"8812",2,0,52
"8813",4,1,49
"8814",3,0,50
"8815",4,0,47
"8817",4,0,53
"8819",4,1,39
"8822",3,1,39
"8824",4,0,27
"8825",2,0,36
"8826",3,0,48
"8828",3,0,43
"8829",2,0,46
"8830",4,0,62
"8832",4,0,34
"8833",3,0,48
"8834",4,0,26
"8835",4,1,59
"8837",3,0,40
"8838",4,0,34
"8839",3,0,28
"8840",2,0,44
"8841",2,0,38
"8842",2,0,38
"8843",4,0,48
"8845",4,0,27
"8847",3,0,46
"8848",4,0,52
"8849",3,0,43
"8850",3,0,58
"8851",4,0,48
"8852",4,0,57
"8853",4,0,48
"8856",4,0,28
"8857",4,0,42
"8858",4,0,25
"8859",4,0,53
"8860",2,0,43
"8861",3,0,42
"8862",4,0,30
"8865",4,0,63
"8866",4,0,32
"8868",4,0,64
"8869",4,0,43
"8870",4,0,30
"8871",4,0,31
"8873",4,0,36
"8874",4,1,39
"8875",4,0,26
"8877",4,0,41
"8881",4,0,31
"8883",4,0,64
"8884",3,0,55
"8885",4,0,51
"8886",4,0,43
"8887",3,0,27
"8888",3,0,53
"8889",3,0,54
"8891",2,1,39
"8894",3,0,60
"8895",4,0,52
"8896",4,1,29
"8897",2,0,47
"8900",2,0,32
"8901",4,0,42
"8902",4,0,27
"8903",4,0,51
"8904",4,0,41
"8905",4,0,46
"8906",4,0,48
"8907",1,0,40
"8908",4,0,43
"8909",4,0,52
"8910",4,0,28
"8912",4,0,41
"8915",4,0,34
"8916",4,0,61
"8918",4,1,49
"8919",4,0,50
"8920",4,0,57
"8921",3,0,44
"8922",2,0,53
"8923",4,0,27
"8924",4,0,52
"8927",3,0,43
"8928",4,0,45
"8929",3,0,43
"8930",2,0,41
"8931",2,0,38
"8932",4,1,39
"8933",2,0,50
"8934",4,0,32
"8935",3,1,49
"8936",2,0,27
"8937",,0,54
"8938",3,0,53
"8940",3,0,60
"8941",3,0,50
"8942",4,0,63
"8943",4,0,50
"8944",4,0,45
"8946",3,0,53
"8947",3,0,44
"8948",4,0,54
"8949",3,0,36
"8951",2,0,27
"8952",4,0,43
"8953",3,0,56
"8954",3,0,43
"8955",4,0,61
"8957",4,0,46
"8958",4,0,47
"8960",4,0,30
"8964",2,0,41
"8967",4,0,51
"8968",2,0,63
"8970",4,0,51
"8971",4,0,31
"8972",3,0,50
"8973",4,0,45
"8974",3,0,42
"8976",3,0,35
"8977",3,0,33
"8978",3,0,53
"8980",4,0,55
"8983",4,1,39
"8984",4,0,52
"8985",2,0,54
"8987",3,0,26
"8988",4,0,37
"8989",3,0,45
"8990",3,0,46
"8991",3,0,25
"8994",1,0,44
"8995",4,1,29
"8997",3,0,41
"8998",3,1,59
"8999",3,0,54
"9000",4,0,61
"9001",4,0,46
"9002",4,0,55
"9003",4,0,54
"9004",2,0,43
"9005",3,0,28
"9006",3,0,36
"9007",3,0,26
"9015",4,0,25
"9016",4,0,33
"9019",4,0,40
"9020",4,0,64
"9021",4,0,61
"9022",4,0,64
"9023",4,0,36
"9024",3,0,61
"9027",3,0,54
"9030",4,0,62
"9031",2,0,26
"9032",1,0,54
"9033",3,0,63
"9034",3,0,33
"9035",3,0,61
"9036",3,0,30
"9037",2,0,36
"9039",3,0,62
"9041",4,0,25
"9044",3,1,49
"9047",3,1,49
"9048",3,0,63
"9049",2,0,26
"9050",4,1,29
"9051",2,0,43
"9052",3,0,37
"9053",1,1,49
"9054",3,0,30
"9055",4,0,51
"9056",4,0,48
"9058",3,0,34
"9059",3,0,61
"9061",3,0,45
"9062",4,0,35
"9064",4,0,35
"9066",3,0,54
"9067",4,0,31
"9068",4,0,27
"9070",2,0,33
"9071",2,0,33
"9072",3,0,42
"9073",4,0,44
"9074",4,0,37
"9075",2,1,39
"9076",3,0,54
"9079",4,0,42
"9080",2,0,43
"9082",2,0,25
"9083",4,1,49
"9085",1,0,27
"9086",2,0,62
"9087",4,0,58
"9088",3,0,54
"9089",4,0,52
"9090",4,0,54
"9091",4,0,56
"9094",4,0,58
"9095",4,0,63
"9096",3,0,26
"9098",4,0,37
"9099",4,0,37
"9100",4,0,30
"9102",4,0,53
"9104",2,0,28
"9108",2,0,57
"9109",3,0,40
"9110",,0,45
"9111",2,0,30
"9113",1,0,28
"9114",3,0,56
"9115",1,0,34
"9117",2,0,43
"9119",4,0,38
"9120",4,0,36
"9122",4,0,46
"9124",4,0,38
"9125",4,0,50
"9127",4,0,57
"9128",4,0,36
"9129",4,0,50
"9130",4,0,36
"9131",4,0,42
"9132",2,0,35
"9133",3,0,47
"9134",3,0,36
"9135",3,0,41
"9136",3,0,37
"9137",3,0,26
"9138",4,0,38
"9140",4,0,54
"9141",4,0,34
"9142",4,0,52
"9146",2,0,51
"9147",4,0,26
"9148",4,0,48
"9149",4,1,29
"9150",4,0,34
"9151",3,0,47
"9152",3,0,32
"9153",2,0,41
"9154",3,1,29
"9156",3,0,44
"9157",4,0,28
"9158",3,0,47
"9159",4,0,30
"9162",1,0,38
"9164",4,0,31
"9166",4,0,37
"9168",4,0,28
"9169",3,0,41
"9170",4,0,35
"9171",3,0,35
"9172",3,0,37
"9173",1,1,39
"9174",3,0,38
"9176",3,0,50
"9177",4,0,42
"9178",4,0,33
"9183",4,0,56
"9184",4,0,31
"9185",4,0,32
"9186",4,1,49
"9188",2,0,64
"9190",3,0,44
"9191",2,0,50
"9194",4,0,50
"9195",3,0,40
"9196",4,1,39
"9197",4,1,49
"9198",4,0,46
"9199",4,0,50
"9200",4,1,49
"9201",1,0,31
"9202",2,0,33
"9203",4,0,57
"9204",3,0,34
"9206",4,0,36
"9209",3,0,57
"9210",2,0,63
"9212",2,1,49
"9213",4,0,40
"9214",4,0,40
"9215",3,0,61
"9217",4,1,59
"9218",2,0,41
"9219",4,0,30
"9220",3,0,33
"9221",3,0,36
"9223",3,0,27
"9225",4,0,58
"9229",3,0,46
"9230",4,1,39
"9231",4,0,58
"9232",3,0,30
"9233",4,0,44
"9234",4,0,51
"9235",1,1,29
"9237",3,1,49
"9238",3,0,63
"9239",3,0,53
"9241",3,1,49
"9242",4,0,40
"9243",4,0,35
"9244",3,0,62
"9245",3,0,42
"9246",3,1,59
"9248",3,0,53
"9249",1,0,38
"9250",1,0,46
"9252",3,0,58
"9253",3,0,60
"9254",3,0,25
"9255",3,0,30
"9256",4,0,50
"9257",4,0,26
"9258",4,1,39
"9259",3,1,39
"9262",4,0,45
"9263",4,0,41
"9266",3,0,56
"9267",4,0,48
"9268",4,0,50
"9269",4,0,34
"9270",3,0,54
"9271",3,1,29
"9272",3,1,29
"9273",2,0,48
"9275",,0,34
"9277",3,1,59
"9278",4,0,31
"9280",3,1,49
"9281",4,0,36
"9283",3,0,25
"9284",3,0,45
"9286",4,0,45
"9288",3,1,29
"9290",3,1,29
"9292",4,0,61
"9293",4,0,25
"9294",4,0,60
"9295",2,0,63
"9296",2,1,29
"9297",3,0,55
"9299",1,0,60
"9301",4,0,28
"9302",4,0,47
"9303",4,0,46
"9304",4,0,34
"9305",3,0,37
"9306",3,0,61
"9308",4,0,37
"9309",3,0,30
"9311",4,0,43
"9312",4,1,39
"9313",4,0,55
"9314",4,0,57
"9315",3,0,61
"9316",2,1,29
"9317",4,0,46
"9318",3,0,50
"9319",4,0,26
"9320",3,0,25
"9322",4,0,47
"9323",4,0,30
"9324",2,1,39
"9326",4,0,32
"9327",4,0,34
"9329",2,0,46
"9330",4,0,32
"9331",4,0,34
"9332",3,1,29
"9333",4,0,53
"9334",4,0,42
"9336",4,0,62
"9337",4,0,38
"9338",3,0,60
"9340",4,0,32
"9342",4,0,42
"9343",1,0,53
"9344",4,0,42
"9345",4,0,44
"9346",4,0,28
"9347",3,0,45
"9348",3,0,44
"9349",4,0,63
"9350",4,0,35
"9351",3,0,33
"9352",4,1,29
"9353",2,0,32
"9354",3,0,28
"9355",3,0,60
"9356",4,0,44
"9357",4,0,28
"9358",4,0,28
"9359",4,0,57
"9360",4,0,33
"9361",4,1,29
"9362",4,0,41
"9364",4,0,25
"9365",4,0,63
"9366",4,0,64
"9368",4,0,28
"9369",4,0,62
"9370",4,0,45
"9371",3,0,41
"9372",3,0,32
"9373",3,0,55
"9374",4,0,30
"9376",4,0,58
"9377",4,0,31
"9378",4,0,31
"9379",4,0,44
"9380",4,0,31
"9381",4,0,30
"9382",4,0,27
"9383",4,0,32
"9384",4,0,27
"9385",4,0,25
"9386",4,0,63
"9387",4,0,48
"9389",4,0,36
"9390",2,0,28
"9393",3,0,30
"9394",4,0,25
"9395",4,0,45
"9396",3,0,36
"9398",3,0,26
"9399",4,0,53
"9404",4,1,39
"9405",3,1,49
"9407",3,0,46
"9408",4,0,47
"9409",4,0,52
"9410",2,0,48
"9411",3,0,60
"9412",2,0,52
"9413",4,0,33
"9415",2,0,55
"9418",4,0,58
"9419",4,0,50
"9421",3,0,35
"9422",3,0,47
"9423",2,0,63
"9424",3,0,52
"9425",4,0,30
"9426",4,0,51
"9427",3,0,54
"9428",3,0,25
"9430",4,0,34
"9431",3,0,25
"9432",4,0,46
"9433",3,0,60
"9434",3,0,43
"9435",3,0,54
"9437",4,0,37
"9438",4,0,50
"9439",4,0,41
"9440",4,0,38
"9441",4,0,48
"9442",4,0,61
"9444",4,0,57
"9445",4,1,59
"9446",4,0,38
"9447",3,0,53
"9448",3,0,32
"9449",2,0,60
"9450",4,0,37
"9451",4,1,49
"9452",3,0,51
"9454",4,0,35
"9455",3,0,63
"9456",2,0,28
"9457",4,0,42
"9458",,0,30
"9459",4,0,32
"9460",2,0,37
"9461",3,0,48
"9463",1,0,62
"9464",2,0,48
"9468",2,0,53
"9469",4,0,62
"9470",4,1,49
"9471",2,0,36
"9472",4,0,27
"9474",4,0,36
"9475",1,0,33
"9476",4,0,38
"9477",4,0,47
"9478",2,0,64
"9480",3,0,40
"9481",4,0,27
"9482",3,0,38
"9483",3,0,32
"9484",3,0,40
"9485",3,1,59
"9486",2,0,56
"9487",1,0,53
"9489",3,0,53
"9490",3,0,36
"9491",2,0,58
"9492",4,0,44
"9494",2,0,31
"9495",3,0,25
"9496",4,0,28
"9497",2,1,29
"9498",4,0,48
"9500",3,0,27
"9502",4,0,61
"9503",3,1,39
"9505",3,0,56
"9506",4,0,52
"9507",3,0,36
"9508",4,0,36
"9509",4,0,40
"9510",2,0,42
"9511",4,0,38
"9512",4,0,57
"9515",2,0,64
"9516",3,0,50
"9517",4,0,41
"9519",4,0,48
"9520",3,0,31
"9522",3,0,35
"9523",3,1,59
"9524",2,0,42
"9526",4,0,46
"9528",4,0,27
"9529",3,0,27
"9530",1,0,53
"9531",4,0,45
"9532",1,0,50
"9533",4,0,58
"9534",4,0,48
"9535",4,1,39
"9536",4,0,30
"9537",4,1,29
"9538",2,0,25
"9539",4,0,33
"9540",4,0,50
"9541",4,0,45
"9542",4,1,29
"9544",4,0,43
"9545",4,0,33
"9546",3,0,41
"9547",2,0,38
"9549",4,0,50
"9550",4,0,36
"9551",3,0,51
"9554",4,1,29
"9557",4,0,46
"9558",3,0,44
"9560",4,0,26
"9562",3,1,49
"9564",3,1,49
"9565",4,0,28
"9566",4,0,38
"9567",4,0,60
"9568",4,0,36
"9569",2,1,49
"9570",4,0,42
"9571",4,0,55
"9573",4,0,27
"9574",4,0,64
"9577",4,0,64
"9580",3,0,32
"9581",4,0,40
"9582",4,0,47
"9583",3,0,55
"9584",3,1,39
"9586",4,0,38
"9587",3,0,41
"9588",3,0,32
"9589",2,0,26
"9590",3,0,45
"9591",4,0,32
"9592",2,0,40
"9593",3,0,53
"9596",4,0,60
"9600",4,0,36
"9601",2,0,46
"9602",3,1,29
"9603",4,0,33
"9604",4,0,27
"9605",4,1,29
"9606",3,0,41
"9608",4,0,45
"9609",3,0,30
"9610",4,0,48
"9612",3,0,41
"9613",4,0,42
"9614",3,0,27
"9615",3,0,28
"9617",4,0,58
"9618",4,0,53
"9619",4,0,30
"9620",3,0,43
"9621",1,0,53
"9622",2,1,49
"9624",4,0,36
"9625",3,0,36
"9626",4,0,47
"9627",4,0,41
"9630",2,0,52
"9631",4,0,33
"9632",4,0,53
"9633",4,1,49
"9634",3,0,31
"9635",3,0,30
"9637",4,1,29
"9638",3,0,46
"9640",4,0,34
"9641",4,0,42
"9643",3,0,38
"9644",4,0,45
"9645",4,0,55
"9646",4,0,52
"9648",3,0,48
"9650",2,0,44
"9651",4,0,58
"9652",4,0,47
"9653",4,0,54
"9654",4,0,26
"9655",2,0,26
"9656",4,1,39
"9658",4,0,50
"9659",4,0,62
"9660",2,0,51
"9664",1,0,52
"9665",3,0,54
"9667",4,0,37
"9669",2,0,32
"9670",4,0,38
"9671",3,0,26
"9672",4,0,45
"9673",4,0,57
"9674",4,1,29
"9675",4,0,54
"9676",4,1,49
"9678",3,0,38
"9679",3,0,37
"9680",4,0,32
"9681",4,0,34
"9683",4,0,36
"9684",4,1,49
"9685",4,0,57
"9687",4,1,49
"9688",4,0,44
"9690",4,1,29
"9691",4,0,34
"9694",4,0,31
"9695",4,1,39
"9696",4,0,25
"9697",4,0,43
"9699",4,0,63
"9701",4,0,33
"9702",4,0,50
"9703",4,0,42
"9705",3,1,29
"9708",4,0,52
"9709",4,0,36
"9710",4,0,51
"9712",4,0,60
"9715",4,0,40
"9717",4,0,48
"9718",2,1,39
"9720",4,0,31
"9721",4,0,64
"9722",4,0,63
"9723",4,0,52
"9724",3,0,30
"9725",4,0,37
"9727",4,0,28
"9729",4,0,56
"9730",4,0,51
"9731",3,0,48
"9734",3,0,47
"9735",4,0,37
"9736",4,0,32
"9737",4,0,41
"9738",4,0,41
"9740",3,0,37
"9741",3,0,27
"9742",1,0,56
"9743",4,0,50
"9744",4,0,40
"9746",2,0,25
"9747",3,0,43
"9748",3,0,25
"9749",4,0,41
"9750",4,0,51
"9751",4,0,27
"9752",4,0,63
"9753",4,0,53
"9754",3,0,61
"9755",4,0,33
"9756",4,0,57
"9757",4,0,52
"9758",4,0,48
"9759",4,0,54
"9761",2,0,28
"9762",4,0,54
"9764",2,0,40
"9765",4,0,36
"9766",4,0,42
"9767",1,0,55
"9768",3,0,33
"9769",4,0,37
"9770",4,0,60
"9771",4,0,56
"9772",4,0,35
"9773",4,0,44
"9774",4,0,44
"9775",4,0,28
"9776",4,0,28
"9778",3,0,37
"9781",3,0,55
"9782",4,1,49
"9786",4,0,62
"9787",3,0,51
"9788",4,0,51
"9789",3,0,51
"9791",4,0,51
"9792",2,0,48
"9793",4,0,28
"9796",4,0,33
"9797",3,0,35
"9799",4,0,26
"9800",4,0,56
"9801",4,0,28
"9802",3,1,39
"9803",4,1,39
"9804",4,1,39
"9806",3,0,38
"9808",,1,29
"9809",3,0,26
"9810",3,0,26
"9811",3,0,40
"9812",3,0,46
"9813",3,0,51
"9814",4,0,36
"9815",4,0,46
"9816",4,1,39
"9817",3,0,57
"9818",3,0,54
"9819",4,0,38
"9821",3,0,32
"9822",4,0,28
"9823",4,0,51
"9825",4,0,54
"9826",4,0,28
"9827",4,0,37
"9828",4,0,27
"9829",4,1,49
"9830",4,0,47
"9832",4,0,48
"9835",2,0,47
"9837",4,0,57
"9838",3,0,33
"9839",3,0,45
"9840",,0,37
"9842",4,0,33
"9843",4,0,40
"9844",2,0,55
"9848",4,0,37
"9849",3,0,55
"9850",4,0,51
"9851",4,0,63
"9853",3,0,37
"9854",3,0,33
"9858",2,1,59
"9859",4,0,52
"9860",4,0,28
"9861",4,0,55
"9862",4,0,36
"9863",4,0,26
"9864",4,0,40
"9865",4,0,47
"9866",3,0,36
"9867",2,0,42
"9869",4,0,33
"9871",4,0,45
"9873",4,0,30
"9874",4,1,29
"9876",4,0,55
"9877",4,0,31
"9878",2,0,36
"9879",2,0,64
"9880",2,0,55
"9881",4,0,33
"9882",4,0,45
"9883",3,0,41
"9884",2,0,60
"9886",2,0,28
"9888",3,0,47
"9889",3,0,43
"9891",,0,63
"9892",4,0,42
"9894",3,0,28
"9895",3,0,58
"9897",2,0,46
"9898",2,0,30
"9899",2,0,54
"9900",3,0,57
"9903",1,0,34
"9904",2,1,59
"9905",4,0,33
"9906",4,0,25
"9907",4,0,44
"9908",4,0,34
"9909",2,0,56
"9911",2,0,61
"9912",4,0,50
"9913",4,0,47
"9914",4,0,40
"9915",3,0,47
"9916",3,1,59
"9917",4,0,44
"9918",3,0,27
"9919",3,1,39
"9921",3,0,25
"9922",4,0,60
"9923",4,0,32
"9925",4,0,43
"9926",4,1,39
"9927",4,0,28
"9928",4,0,25
"9929",4,1,59
"9933",4,0,43
"9934",4,0,35
"9935",4,0,32
"9936",3,0,58
"9939",4,0,51
"9940",3,0,38
"9941",3,0,54
"9942",3,0,63
"9946",4,1,39
"9947",4,0,31
"9949",3,0,25
"9950",2,1,49
"9951",3,0,43
"9952",3,0,46
"9953",4,0,33
"9954",3,0,42
"9955",,0,50
"9956",2,0,37
"9959",2,1,29
"9960",3,0,35
"9961",3,0,38
"9962",2,0,47
"9963",2,1,49
"9965",2,0,55
"9966",4,0,54
"9967",4,0,63
"9968",1,1,39
"9969",4,0,27
"9970",4,0,28
"9971",4,0,32
"9974",3,0,28
"9976",3,0,43
"9977",4,0,50
"9978",3,0,46
"9979",3,0,26
"9980",3,0,44
"9982",4,0,56
"9985",4,0,60
"9986",2,0,25
"9988",3,0,31
"9989",2,0,43
"9990",4,0,35
"9991",4,0,34
"9993",2,0,25
"9994",3,0,44
"9995",3,0,57
"9997",3,0,43
"9998",3,0,25
"9999",,0,32
"10000",4,0,60
"10001",4,0,55
"10004",4,0,25
"10005",2,0,46
"10007",4,0,56
"10008",3,1,39
"10009",4,0,36
"10011",3,0,44
"10013",4,0,55
"10014",4,0,57
"10018",4,0,32
"10019",4,0,37
"10020",4,0,30
"10023",4,0,35
"10024",4,0,47
"10025",4,0,37
"10026",4,0,58
"10027",2,0,42
"10028",4,0,34
"10029",4,0,46
"10030",4,0,52
"10031",3,0,40
"10032",1,0,47
"10033",1,0,35
"10034",4,0,63
"10036",3,0,62
"10037",4,1,29
"10038",4,0,38
"10040",4,0,30
"10042",4,0,51
"10043",4,0,46
"10045",4,0,52
"10046",3,0,28
"10047",4,0,45
"10048",,0,27
"10049",4,0,44
"10052",2,0,62
"10053",4,0,34
"10054",4,1,49
"10055",3,0,55
"10057",4,1,29
"10059",3,0,27
"10062",4,0,26
"10063",4,0,45
"10064",3,0,31
"10067",2,0,61
"10068",4,0,25
"10070",4,0,42
"10071",3,0,33
"10072",4,0,30
"10074",4,0,44
"10075",3,0,45
"10076",3,0,45
"10077",4,1,39
"10079",4,0,52
"10080",4,0,44
"10081",4,0,62
"10082",4,0,31
"10083",3,0,33
"10084",2,1,29
"10086",4,0,27
"10087",4,0,40
"10090",2,0,46
"10092",2,0,47
"10093",3,0,54
"10094",4,0,45
"10095",3,0,52
"10096",4,0,31
"10097",4,0,48
"10098",3,0,37
"10099",3,0,47
"10101",4,0,32
"10103",3,0,54
"10104",4,0,47
"10105",4,0,61
"10106",4,0,61
"10107",4,1,29
"10108",3,1,29
"10109",4,0,31
"10110",4,0,52
"10111",4,0,52
"10112",4,0,28
"10113",4,0,37
"10114",2,0,34
"10121",4,0,43
"10122",2,0,46
"10123",4,0,60
"10124",4,1,49
"10126",4,0,31
"10128",4,0,44
"10129",3,0,42
"10130",2,0,53
"10131",4,1,39
"10134",4,1,29
"10135",3,0,61
"10136",2,0,30
"10137",4,0,25
"10138",2,0,37
"10139",1,0,63
"10142",4,0,38
"10143",3,0,27
"10144",4,0,43
"10146",4,0,41
"10147",4,0,34
"10148",4,0,27
"10149",4,0,32
"10151",4,0,41
"10152",2,0,44
"10153",4,0,42
"10154",4,0,42
"10157",4,0,38
"10158",4,0,27
"10159",3,0,42
"10160",3,0,38
"10162",2,0,31
"10163",1,0,62
"10164",3,0,41
"10165",2,0,42
"10166",3,0,32
"10167",3,1,49
"10168",4,0,26
"10169",3,0,30
"10170",3,0,50
"10172",3,0,30
"10173",4,0,48
"10174",3,0,63
"10175",3,0,54
"10176",4,0,42
"10177",1,0,50
"10178",4,0,54
"10179",4,0,50
"10180",2,0,43
"10181",4,0,33
"10183",2,0,27
"10188",4,0,37
"10189",4,1,39
"10190",1,0,31
"10191",4,0,62
"10192",4,0,63
"10193",4,0,42
"10194",3,0,28
"10195",,1,39
"10199",3,0,47
"10200",2,0,45
"10203",3,0,40
"10204",4,0,33
"10205",3,1,39
"10206",4,1,49
"10208",4,0,41
"10209",4,0,30
"10210",3,0,55
"10211",4,0,50
"10212",2,0,46
"10214",4,0,42
"10215",3,0,26
"10217",3,0,52
"10218",4,0,35
"10219",2,0,32
"10223",1,1,29
"10224",3,0,62
"10225",1,0,58
"10226",4,0,61
"10227",4,0,34
"10228",4,0,45
"10229",,0,48
"10230",4,1,39
"10232",3,0,62
"10233",4,1,29
"10235",4,0,47
"10236",3,0,35
"10237",2,0,64
"10238",3,0,40
"10239",4,0,35
"10240",3,1,59
"10241",4,0,25
"10243",4,0,33
"10244",4,0,48
"10245",2,0,43
"10247",4,0,41
"10249",4,0,44
"10250",4,0,33
"10251",4,0,34
"10253",4,0,25
"10254",2,0,48
"10255",3,0,41
"10256",3,0,28
"10259",4,0,26
"10261",4,0,37
"10262",4,0,52
"10263",3,0,44
"10264",3,0,47
"10265",,0,41
"10266",4,0,46
"10269",3,0,30
"10270",2,0,38
"10273",4,0,26
"10275",4,0,33
"10276",4,1,29
"10277",4,0,35
"10278",4,0,34
"10279",4,0,47
"10280",4,0,50
"10282",4,0,55
"10284",4,0,27
"10285",4,0,26
"10287",1,0,54
"10288",4,0,64
"10289",3,0,56
"10290",2,0,42
"10291",1,0,30
"10292",4,1,39
"10293",3,0,36
"10294",4,0,40
"10296",3,1,59
"10299",4,0,53
"10300",2,0,48
"10302",4,0,56
"10303",3,0,56
"10305",4,0,28
"10306",4,0,26
"10307",4,0,32
"10308",4,0,48
"10309",2,0,34
"10310",4,0,45
"10311",3,0,46
"10312",3,0,27
"10314",1,0,46
"10315",4,0,31
"10316",1,0,55
"10317",3,0,64
"10319",4,0,43
"10320",3,0,38
"10321",4,0,63
"10322",4,0,31
"10325",4,0,57
"10326",3,0,46
"10327",4,0,31
"10328",4,0,25
"10329",4,0,43
"10330",4,0,42
"10331",4,0,47
"10332",1,0,45
"10333",4,1,49
"10334",2,1,59
"10335",4,0,56
"10336",1,0,58
"10337",4,0,40
"10338",4,0,47
"10340",4,0,48
"10342",4,0,41
"10343",4,0,26
"10344",3,0,37
"10345",4,0,55
"10346",4,0,43
"10349",4,0,40
"10351",4,1,39
"10352",4,0,60
"10353",4,0,43
"10354",4,0,52
"10355",1,0,35
"10357",4,0,26
"10359",4,0,34
"10360",4,0,53
"10361",4,0,31
"10362",4,0,32
"10363",4,0,36
"10365",4,0,26
"10366",4,0,27
"10368",4,1,39
"10369",3,0,44
"10370",3,0,51
"10371",4,0,27
"10372",4,0,42
"10373",4,0,38
"10375",4,0,46
"10376",4,0,37
"10377",3,0,43
"10379",4,0,28
"10380",4,0,41
"10383",3,0,55
"10384",4,0,42
"10385",4,0,50
"10386",4,0,42
"10387",4,0,42
"10389",4,0,34
"10390",4,0,56
"10391",3,0,52
"10392",2,0,25
"10394",4,0,35
"10396",4,1,49
"10397",4,1,39
"10399",4,0,50
"10400",4,1,59
"10401",4,0,63
"10403",4,0,56
"10404",4,0,26
"10405",4,0,28
"10407",4,0,38
"10408",4,0,55
"10409",4,0,37
"10411",4,1,39
"10413",4,0,27
"10414",2,0,46
"10415",4,0,28
"10416",4,0,50
"10417",4,0,56
"10418",4,0,35
"10420",4,0,27
"10421",4,0,33
"10422",4,0,27
"10424",3,0,61
"10425",3,0,44
"10426",4,0,26
"10427",4,0,38
"10429",4,0,61
"10430",4,1,59
"10431",3,0,57
"10432",4,0,28
"10433",4,0,48
"10434",4,0,58
"10435",4,1,49
"10436",1,0,28
"10438",4,0,42
"10440",4,0,40
"10442",3,0,61
"10444",4,0,47
"10448",4,0,32
"10449",3,0,35
"10450",4,0,48
"10454",2,0,44
"10455",4,1,39
"10456",2,0,36
"10457",3,0,36
"10460",4,0,47
"10461",4,0,52
"10463",3,0,48
"10464",4,0,42
"10465",4,1,29
"10466",4,0,34
"10470",4,0,43
"10471",3,0,61
"10472",4,0,32
"10475",3,0,56
"10476",2,1,29
"10477",4,0,27
"10478",4,0,61
"10479",4,0,35
"10480",4,1,59
"10481",4,0,31
"10482",2,0,63
