"","Meaning","NineEnd","Age"
"388",4,0,42
"389",3,0,57
"394",1,0,26
"395",1,1,29
"396",3,0,38
"397",2,0,47
"398",1,0,55
"399",1,0,58
"400",,0,63
"405",3,0,25
"406",1,0,27
"407",2,0,30
"408",4,0,41
"409",2,1,49
"410",3,0,51
"415",3,0,33
"416",2,0,40
"417",4,0,50
"418",2,0,55
"419",1,0,61
"424",4,0,25
"425",3,0,26
"426",4,0,33
"427",2,0,42
"428",4,0,45
"429",3,0,55
"432",1,0,27
"433",1,0,28
"434",1,0,32
"435",2,0,32
"436",1,0,33
"437",1,0,42
"438",1,0,55
"444",3,0,44
"446",3,0,35
"447",4,0,40
"448",4,0,45
"450",2,0,57
"452",4,0,33
"453",2,0,42
"454",4,0,52
"455",2,0,52
"456",4,0,60
"460",3,1,39
"465",4,0,30
"466",4,0,44
"467",4,0,45
"468",3,0,54
"470",1,0,35
"475",4,0,33
"476",3,0,42
"477",3,0,45
"478",3,0,55
"480",4,0,30
"481",4,0,26
"482",3,0,28
"483",2,1,29
"484",3,0,30
"485",3,0,30
"486",3,0,35
"487",2,0,44
"488",3,0,44
"489",2,0,52
"490",3,0,62
"491",2,0,26
"492",3,0,28
"493",2,1,29
"494",3,0,30
"495",4,0,33
"496",3,0,37
"497",3,0,40
"498",3,0,40
"499",3,0,56
"500",3,0,62
"506",2,0,33
"507",1,0,42
"509",1,0,32
"510",2,0,58
"514",1,0,38
"515",1,1,39
"516",2,1,39
"517",2,0,40
"518",3,0,40
"519",1,0,50
"524",3,0,30
"525",3,0,33
"526",3,0,44
"527",3,0,56
"528",1,1,59
"529",2,0,64
"530",1,0,64
"532",4,0,27
"533",1,0,32
"534",2,0,34
"535",2,0,34
"536",3,0,35
"537",2,0,52
"538",4,0,60
"540",1,0,33
"541",4,0,27
"542",1,0,32
"543",2,0,38
"544",2,0,63
"545",4,0,64
"549",4,0,27
"550",2,0,64
"551",2,0,31
"552",2,0,31
"553",4,0,36
"554",1,1,39
"555",1,0,42
"556",3,0,56
"557",4,0,61
"559",4,0,34
"560",3,0,26
"565",4,0,33
"566",4,0,37
"567",4,0,47
"568",4,1,49
"569",4,1,59
"575",2,0,31
"576",3,0,32
"577",3,0,42
"578",4,0,43
"580",3,0,54
"585",3,0,37
"586",4,1,39
"587",4,0,45
"588",4,1,49
"589",4,0,54
"595",4,0,37
"596",4,0,41
"597",4,0,46
"598",3,0,52
"600",4,0,37
"605",4,0,30
"606",4,0,44
"607",3,0,45
"608",4,0,54
"610",4,0,33
"615",4,0,34
"616",4,0,37
"617",4,0,45
"618",4,0,46
"619",3,0,56
"624",4,0,32
"625",4,0,35
"626",3,0,43
"627",4,0,46
"628",4,0,55
"635",4,0,36
"636",4,0,37
"637",4,0,42
"638",4,0,45
"639",3,0,54
"643",3,0,28
"644",3,0,30
"645",3,0,34
"646",3,0,35
"647",3,0,38
"648",3,0,43
"649",3,0,45
"651",,0,25
"652",1,0,25
"653",1,0,28
"654",1,0,30
"655",1,0,33
"656",1,0,34
"657",,0,36
"658",1,0,42
"659",,0,42
"660",,0,44
"661",2,0,25
"662",2,1,29
"663",4,0,31
"664",1,0,32
"665",1,0,38
"666",1,1,39
"667",1,0,40
"668",3,0,46
"669",3,0,52
"673",4,0,31
"674",1,0,33
"675",3,0,35
"676",3,0,38
"677",4,0,44
"678",1,0,52
"679",2,0,57
"684",1,0,27
"685",1,0,30
"686",1,1,39
"687",2,0,46
"688",1,0,53
"693",1,0,36
"694",1,1,39
"695",1,0,41
"696",2,0,47
"697",2,0,48
"698",1,0,55
"699",1,0,57
"700",1,0,26
"701",4,1,29
"702",,0,31
"703",3,0,33
"704",4,0,34
"705",4,0,37
"706",4,0,44
"707",3,0,47
"708",4,0,54
"709",3,0,58
"713",2,0,25
"714",1,0,32
"715",2,0,44
"716",3,0,54
"720",1,0,26
"723",1,0,25
"724",2,0,30
"725",2,0,40
"726",1,0,42
"727",1,0,50
"728",1,0,58
"737",4,0,31
"738",3,0,36
"739",3,0,37
"740",3,0,40
"745",3,0,30
"746",3,0,36
"747",2,0,40
"748",2,0,43
"749",4,0,50
"754",4,0,36
"755",4,1,39
"756",4,0,43
"757",4,0,46
"758",4,0,53
"764",3,0,27
"765",4,0,36
"766",3,0,37
"767",2,0,44
"768",2,0,61
"770",,0,62
"774",4,0,26
"775",4,1,29
"776",2,0,44
"777",4,0,51
"778",1,0,52
"780",1,0,48
"783",4,0,25
"784",4,0,25
"785",3,0,27
"786",2,0,32
"787",4,0,43
"788",4,0,44
"789",3,0,57
"790",3,1,59
"793",4,0,26
"794",3,0,30
"795",3,0,44
"796",3,0,47
"797",4,1,49
"798",2,0,50
"799",4,0,50
"800",4,0,55
"801",4,0,28
"802",3,1,29
"803",3,0,31
"804",3,0,33
"805",3,0,42
"806",3,0,44
"807",3,0,55
"808",3,0,56
"809",3,0,62
"810",3,0,26
"812",3,0,25
"813",2,0,26
"814",3,0,33
"815",4,0,34
"816",3,0,40
"817",3,0,44
"818",3,0,62
"820",3,0,55
"825",4,0,32
"826",4,0,37
"827",4,0,40
"828",4,0,45
"829",3,0,52
"835",4,0,33
"836",4,0,38
"837",4,0,42
"838",4,0,46
"839",,1,59
"845",4,0,38
"846",4,0,40
"847",4,0,48
"848",4,1,59
"850",1,0,35
"855",4,1,39
"856",3,0,40
"857",4,0,44
"858",4,0,57
"860",2,0,46
"862",3,0,25
"863",4,0,28
"864",3,1,29
"865",3,0,31
"866",3,0,34
"867",1,0,43
"868",3,0,46
"869",1,0,53
"873",3,0,25
"874",3,1,29
"875",3,0,34
"876",3,0,38
"877",3,0,41
"878",4,0,44
"879",3,0,57
"881",3,0,44
"882",4,0,48
"883",4,0,58
"884",4,1,59
"885",2,0,63
"888",4,0,30
"890",4,0,45
"895",3,0,31
"896",4,0,38
"897",4,0,45
"898",4,0,48
"899",,0,51
"900",3,0,62
"903",4,0,30
"904",4,0,33
"905",4,0,41
"906",4,0,44
"907",4,0,50
"914",3,0,31
"915",3,0,34
"916",2,0,42
"917",2,0,43
"918",4,0,53
"922",4,0,31
"923",2,0,35
"924",4,0,37
"925",1,0,44
"926",2,0,55
"927",1,0,56
"928",,0,64
"930",1,0,30
"932",3,0,26
"933",4,0,30
"934",4,0,37
"935",4,1,39
"936",3,0,42
"937",4,0,43
"938",4,0,45
"939",4,0,46
"940",3,0,61
"943",3,0,26
"944",3,0,27
"945",3,0,33
"946",3,0,34
"947",3,0,42
"948",3,0,42
"949",3,0,55
"953",2,0,25
"954",2,0,32
"955",4,0,35
"956",4,0,45
"957",4,0,48
"958",3,0,60
"959",4,0,62
"960",4,0,26
"963",4,0,26
"964",3,1,29
"965",3,0,30
"966",4,0,60
"967",2,0,64
"969",4,0,27
"970",1,0,32
"972",1,0,27
"973",4,0,28
"974",3,1,29
"975",4,0,30
"976",4,0,33
"977",4,0,35
"978",1,0,60
"979",4,0,30
"980",4,0,52
"985",4,0,34
"986",3,0,38
"987",3,0,45
"988",4,0,46
"989",3,1,59
"994",4,0,32
"995",4,0,35
"996",3,0,45
"997",3,0,47
"998",3,0,56
"1005",4,0,35
"1006",4,0,38
"1007",4,0,48
"1008",4,0,48
"1009",4,0,52
"1015",3,0,33
"1016",3,0,35
"1017",4,0,44
"1018",4,1,49
"1019",4,0,58
"1025",4,0,33
"1026",4,0,38
"1027",4,0,42
"1028",4,0,45
"1029",4,1,59
"1035",4,0,30
"1036",3,0,33
"1037",2,0,41
"1038",4,0,43
"1039",3,0,51
"1041",3,0,26
"1042",3,0,26
"1043",3,1,29
"1044",3,0,41
"1045",3,0,42
"1046",3,0,46
"1047",3,0,54
"1048",,0,62
"1049",,0,64
"1053",1,0,27
"1054",3,0,28
"1055",4,0,35
"1056",4,0,38
"1057",3,0,40
"1058",4,0,53
"1059",3,0,62
"1060",3,0,45
"1063",4,0,26
"1064",3,0,28
"1065",3,0,32
"1066",3,0,37
"1067",4,0,42
"1068",2,0,47
"1069",4,0,55
"1070",3,0,63
"1072",4,0,27
"1073",4,0,30
"1074",,0,31
"1075",2,0,33
"1076",1,0,35
"1077",,0,46
"1078",4,0,48
"1079",,0,55
"1080",4,0,64
"1084",3,0,34
"1085",4,0,41
"1086",4,0,43
"1087",4,1,49
"1088",,0,51
"1089",3,0,58
"1090",4,0,35
"1092",4,0,26
"1093",3,0,28
"1094",4,1,29
"1095",3,0,31
"1096",3,0,34
"1097",2,0,53
"1098",4,0,57
"1099",3,0,64
"1103",4,0,26
"1104",,0,33
"1105",4,0,37
"1106",3,0,45
"1107",2,0,45
"1108",4,1,49
"1109",4,0,52
"1111",3,0,33
"1112",3,0,33
"1113",3,0,37
"1114",3,0,38
"1115",3,0,41
"1116",3,0,41
"1117",3,0,42
"1118",3,0,46
"1119",,0,48
"1120",,0,56
"1121",3,0,25
"1122",3,0,30
"1123",3,0,31
"1124",3,0,38
"1125",3,0,43
"1126",3,0,45
"1127",3,0,48
"1128",,0,60
"1129",3,0,62
"1134",4,0,33
"1135",4,0,37
"1136",3,0,42
"1137",4,1,49
"1138",4,0,56
"1139",4,0,63
"1145",3,0,32
"1146",1,0,33
"1147",4,0,45
"1148",,0,47
"1149",4,0,58
"1153",,0,26
"1154",,0,27
"1155",3,0,27
"1156",4,0,31
"1157",4,0,36
"1158",3,0,43
"1159",3,0,61
"1160",,0,27
"1164",3,0,28
"1165",4,0,34
"1166",4,0,38
"1167",4,1,39
"1168",4,0,41
"1169",1,0,46
"1170",2,0,47
"1173",1,1,29
"1174",1,0,30
"1175",1,0,33
"1176",3,0,33
"1177",3,0,43
"1178",1,0,45
"1179",1,0,63
"1182",2,0,35
"1183",3,0,38
"1184",3,0,43
"1185",4,0,45
"1186",4,0,55
"1193",3,0,37
"1194",3,0,48
"1195",4,1,49
"1196",3,0,51
"1201",3,0,25
"1203",2,0,26
"1204",2,0,57
"1205",2,0,37
"1206",1,0,27
"1207",1,0,54
"1209",3,0,48
"1211",2,0,51
"1212",3,0,43
"1213",1,0,25
"1215",2,0,38
"1216",3,0,40
"1217",3,0,26
"1218",3,0,52
"1220",3,0,45
"1221",4,0,25
"1222",4,0,43
"1225",4,0,25
"1226",3,0,25
"1228",2,1,49
"1229",1,1,49
"1230",1,0,25
"1232",4,0,51
"1233",3,1,49
"1234",3,1,59
"1238",3,0,60
"1239",3,0,33
"1240",3,0,37
"1241",2,0,63
"1242",3,0,25
"1243",3,1,49
"1248",3,0,36
"1249",3,0,37
"1251",2,0,30
"1252",3,0,33
"1255",3,0,50
"1256",2,0,46
"1257",4,0,35
"1258",2,0,53
"1259",3,0,64
"1260",2,1,29
"1261",4,0,40
"1262",4,0,60
"1264",4,0,31
"1265",3,0,30
"1267",3,0,28
"1268",2,0,58
"1269",2,0,42
"1270",4,0,27
"1271",2,1,49
"1273",1,0,27
"1275",2,0,50
"1277",2,0,56
"1278",3,0,26
"1279",1,0,30
"1280",,0,56
"1281",2,0,52
"1282",4,0,56
"1283",3,0,40
"1284",4,0,43
"1285",1,0,45
"1287",1,0,63
"1289",4,0,38
"1290",3,0,32
"1291",3,0,53
"1292",4,0,35
"1296",3,0,57
"1297",4,1,39
"1300",4,0,25
"1301",3,1,49
"1304",3,0,45
"1306",3,0,25
"1307",4,0,60
"1309",3,1,39
"1310",2,0,40
"1312",4,0,37
"1313",4,1,39
"1315",4,0,54
"1318",3,0,53
"1320",3,0,30
"1322",2,0,45
"1323",3,0,58
"1324",3,0,33
"1325",4,0,37
"1327",3,0,30
"1328",2,0,36
"1329",3,0,50
"1330",3,0,53
"1331",3,0,25
"1332",1,0,35
"1336",1,0,37
"1337",2,0,60
"1339",3,0,26
"1341",4,0,48
"1343",1,0,52
"1344",2,0,53
"1345",2,1,39
"1346",4,1,39
"1347",4,0,63
"1349",3,0,30
"1350",4,0,31
"1351",3,0,41
"1352",4,0,34
"1354",3,0,36
"1357",4,0,35
"1358",4,0,56
"1359",4,0,33
"1362",3,0,40
"1363",4,0,48
"1365",4,0,56
"1366",2,0,34
"1369",3,0,52
"1370",4,0,40
"1371",3,0,60
"1372",3,0,40
"1374",3,1,49
"1375",3,0,27
"1376",2,0,54
"1378",2,0,52
"1379",3,0,26
"1380",3,0,47
"1381",2,0,30
"1383",2,1,49
"1384",2,0,28
"1385",2,0,46
"1386",3,0,62
"1387",2,0,27
"1388",3,0,47
"1392",3,0,55
"1393",2,0,33
"1395",3,1,39
"1398",3,0,40
"1399",3,1,29
"1400",3,0,64
"1402",3,0,34
"1404",3,0,52
"1405",3,0,48
"1406",4,0,27
"1408",2,1,29
"1409",3,0,50
"1410",3,0,47
"1412",2,1,39
"1413",3,0,28
"1414",3,0,40
"1415",3,0,34
"1416",4,0,53
"1417",4,0,53
"1419",1,0,44
"1420",4,0,30
"1421",1,0,60
"1422",3,0,37
"1423",1,0,34
"1425",1,0,45
"1426",3,0,58
"1428",1,0,41
"1430",4,0,46
"1431",3,0,28
"1433",,0,61
"1434",2,0,33
"1435",4,1,49
"1436",3,0,45
"1438",1,0,27
"1440",4,0,53
"1441",4,0,51
"1442",2,0,55
"1443",4,0,33
"1444",2,0,25
"1446",4,0,44
"1447",4,0,34
"1448",3,0,35
"1449",4,0,31
"1450",4,0,64
"1451",3,1,29
"1452",4,0,35
"1453",4,0,61
"1454",4,0,43
"1456",3,0,36
"1457",3,0,57
"1459",2,0,33
"1461",4,0,27
"1463",4,0,58
"1465",4,0,47
"1467",3,0,34
"1468",4,0,35
"1469",1,0,54
"1471",3,0,55
"1472",2,0,45
"1473",3,0,56
"1474",3,0,42
"1475",1,0,26
"1477",3,0,42
"1478",3,0,54
"1479",4,0,34
"1480",3,0,48
"1483",3,0,28
"1484",3,0,43
"1487",4,0,25
"1488",1,0,53
"1489",2,0,28
"1490",3,0,27
"1491",3,0,35
"1492",2,0,50
"1493",2,0,53
"1494",3,0,48
"1495",3,0,34
"1496",2,0,54
"1497",1,0,28
"1498",2,0,33
"1499",1,1,29
"1500",2,0,42
"1502",4,0,37
"1503",4,0,54
"1505",2,0,30
"1507",4,0,44
"1508",3,1,59
"1509",1,0,31
"1510",3,0,47
"1512",4,0,40
"1513",4,0,34
"1514",3,0,48
"1515",3,0,55
"1516",4,0,35
"1517",3,0,54
"1519",3,0,64
"1521",4,0,35
"1522",2,0,52
"1523",3,0,25
"1526",1,0,31
"1527",4,0,37
"1528",3,0,32
"1529",2,1,59
"1530",4,0,56
"1531",4,0,56
"1532",3,1,49
"1534",3,0,33
"1537",3,0,44
"1541",1,0,37
"1542",3,0,40
"1545",2,0,30
"1546",4,0,55
"1547",3,0,33
"1548",4,0,37
"1550",4,0,50
"1551",4,0,48
"1553",4,0,43
"1554",4,0,27
"1555",1,0,45
"1557",4,1,29
"1558",3,0,62
"1559",4,0,46
"1561",2,0,33
"1562",2,0,52
"1563",2,0,37
"1564",1,0,62
"1566",2,0,30
"1567",3,0,47
"1570",1,0,44
"1571",4,0,35
"1572",3,0,64
"1574",2,0,64
"1575",1,0,25
"1576",1,1,29
"1577",3,0,40
"1580",3,0,64
"1581",3,0,38
"1584",3,0,25
"1585",3,0,64
"1586",4,0,43
"1588",4,0,54
"1589",4,0,54
"1590",3,0,33
"1591",3,0,52
"1592",2,0,28
"1594",3,0,36
"1597",1,0,53
"1600",4,0,37
"1601",2,0,42
"1602",2,1,39
"1604",2,0,30
"1605",2,0,25
"1607",3,0,46
"1608",3,0,41
"1609",2,0,33
"1611",1,0,46
"1612",2,0,25
"1613",2,0,42
"1614",2,0,31
"1616",2,0,58
"1617",1,0,38
"1619",3,0,58
"1621",2,0,50
"1622",3,0,37
"1624",2,0,41
"1626",2,0,58
"1627",3,0,60
"1628",2,0,43
"1629",2,0,32
"1630",3,0,35
"1631",2,0,34
"1632",2,0,62
"1633",2,0,50
"1634",3,0,28
"1635",3,0,31
"1639",1,0,35
"1640",2,0,46
"1641",2,0,60
"1643",2,0,34
"1644",3,0,55
"1645",1,0,38
"1647",2,1,39
"1648",3,1,49
"1649",4,1,29
"1650",4,0,36
"1653",2,0,31
"1654",,0,46
"1655",1,0,57
"1656",3,0,34
"1657",2,1,39
"1658",1,0,50
"1660",2,0,33
"1661",3,0,42
"1662",2,1,39
"1664",3,0,25
"1665",2,0,34
"1668",3,0,52
"1669",3,0,36
"1670",2,0,33
"1671",3,0,64
"1672",3,0,35
"1673",4,0,34
"1676",3,0,30
"1679",4,0,45
"1680",3,0,44
"1682",3,0,28
"1684",3,0,56
"1685",3,0,51
"1686",3,0,25
"1687",3,0,35
"1688",2,0,40
"1691",3,0,25
"1692",3,0,41
"1694",4,0,28
"1695",4,0,32
"1696",2,0,54
"1697",4,0,38
"1698",3,0,50
"1700",3,0,34
"1703",2,0,31
"1705",3,0,30
"1710",2,0,50
"1711",3,0,60
"1712",2,0,36
"1715",3,0,25
"1718",3,0,40
"1719",3,0,41
"1720",3,0,26
"1721",3,0,35
"1722",2,0,25
"1723",3,0,57
"1725",4,1,29
"1726",4,0,54
"1728",3,0,38
"1730",2,0,25
"1731",4,0,38
"1732",2,1,59
"1735",4,0,25
"1736",3,0,32
"1737",3,0,31
"1738",3,1,49
"1739",3,0,64
"1741",4,0,47
"1742",4,0,48
"1743",4,0,26
"1744",4,0,28
"1747",1,0,45
"1749",3,0,62
"1750",1,0,54
"1751",1,0,38
"1752",3,0,34
"1755",3,0,30
"1756",1,0,56
"1758",1,0,40
"1759",2,0,33
"1761",3,0,46
"1762",1,0,52
"1763",1,0,57
"1764",2,0,34
"1765",1,0,36
"1766",3,0,31
"1769",3,0,58
"1770",3,0,56
"1771",3,0,40
"1773",1,1,49
"1774",3,0,48
"1775",1,0,57
"1776",2,0,51
"1778",4,0,27
"1779",1,0,35
"1780",2,0,46
"1782",3,0,27
"1785",2,0,31
"1786",3,1,49
"1788",3,0,25
"1790",3,1,49
"1791",4,0,35
"1793",4,0,64
"1794",3,0,64
"1796",4,0,37
"1799",4,0,60
"1800",4,1,29
"1801",4,0,34
"1802",2,0,62
"1804",3,1,49
"1807",2,0,38
"1808",4,0,34
"1810",4,0,46
"1812",2,0,63
"1813",4,0,42
"1814",4,0,28
"1815",3,0,53
"1817",1,0,53
"1818",1,0,32
"1819",1,0,37
"1822",2,0,28
"1823",3,0,35
"1825",4,0,63
"1826",3,0,42
"1827",3,0,40
"1829",4,0,28
"1830",4,0,50
"1831",2,0,46
"1835",2,0,32
"1836",3,0,53
"1838",3,0,64
"1840",2,0,36
"1842",4,0,34
"1844",3,0,33
"1845",2,0,60
"1846",1,0,44
"1847",4,0,51
"1848",4,0,25
"1849",4,0,56
"1853",3,0,43
"1855",1,0,40
"1858",4,0,27
"1859",4,0,37
"1861",1,0,64
"1862",4,0,38
"1863",1,1,29
"1864",3,0,33
"1866",1,0,40
"1868",4,0,34
"1870",3,0,42
"1872",1,0,25
"1873",1,0,60
"1874",3,0,35
"1875",1,0,63
"1878",1,0,34
"1879",2,0,55
"1880",1,0,36
"1881",2,0,55
"1884",3,1,29
"1885",4,0,38
"1887",3,0,38
"1888",4,0,47
"1890",3,0,25
"1892",3,0,46
"1893",4,0,31
"1894",1,0,62
"1895",2,0,63
"1896",2,0,54
"1897",3,0,25
"1898",3,0,42
"1902",4,0,30
"1904",4,0,61
"1905",3,0,48
"1906",2,0,25
"1907",3,0,47
"1908",1,0,38
"1911",1,0,25
"1912",4,0,54
"1914",3,1,49
"1915",2,0,51
"1916",3,1,49
"1917",1,0,50
"1919",1,0,32
"1922",1,0,46
"1923",2,0,40
"1925",2,0,60
"1926",2,0,41
"1927",3,0,55
"1929",4,0,55
"1930",3,0,54
"1931",3,0,30
"1932",3,0,38
"1934",1,0,27
"1935",4,0,31
"1936",2,0,55
"1937",1,0,35
"1938",1,0,33
"1939",3,0,56
"1940",2,1,29
"1941",1,0,45
"1944",4,1,49
"1947",3,0,38
"1948",3,1,49
"1949",4,0,31
"1951",3,0,28
"1952",3,0,43
"1953",3,0,28
"1954",2,0,52
"1955",2,0,58
"1957",3,0,26
"1958",4,0,44
"1960",4,0,54
"1961",3,0,38
"1963",3,0,52
"1965",3,0,27
"1966",3,0,43
"1967",3,0,25
"1970",3,0,35
"1971",3,0,64
"1973",4,0,34
"1974",3,0,54
"1975",3,0,30
"1977",1,0,33
"1978",4,1,59
"1980",3,0,41
"1981",4,0,34
"1983",4,0,42
"1984",3,0,64
"1987",3,0,25
"1988",2,0,58
"1989",3,0,42
"1991",4,0,60
"1993",2,0,60
"1994",2,0,40
"1995",1,0,33
"1996",2,0,51
"1998",2,0,25
"2000",2,0,40
"2001",3,0,60
"2003",2,0,26
"2004",1,0,48
"2007",2,0,61
"2008",2,0,35
"2010",3,0,55
"2011",3,0,28
"2012",4,0,57
"2014",2,0,57
"2016",3,0,52
"2017",3,0,38
"2018",4,0,62
"2019",3,0,30
"2021",3,0,36
"2023",3,0,33
"2024",3,0,57
"2025",3,0,46
"2026",3,0,45
"2028",3,0,35
"2030",2,0,33
"2031",2,0,37
"2034",2,0,56
"2035",2,0,34
"2036",1,0,58
"2038",2,0,42
"2039",2,1,39
"2040",2,0,25
"2042",2,0,55
"2043",2,0,25
"2045",4,0,46
"2046",4,0,60
"2047",3,0,64
"2048",4,0,48
"2049",4,0,33
"2050",2,1,29
"2051",4,0,41
"2052",3,1,39
"2053",4,0,55
"2054",4,0,33
"2055",4,0,42
"2060",3,0,38
"2062",3,0,25
"2064",4,0,35
"2065",3,0,34
"2066",3,0,38
"2068",4,0,34
"2069",1,0,40
"2070",4,0,34
"2071",4,0,43
"2073",4,0,60
"2075",3,0,57
"2078",3,0,60
"2079",3,0,35
"2081",3,0,55
"2082",3,0,28
"2083",3,0,46
"2089",4,0,57
"2090",4,0,44
"2091",4,0,35
"2093",4,0,33
"2094",4,0,30
"2096",1,0,32
"2097",4,0,53
"2098",1,0,25
"2099",3,0,62
"2101",2,0,42
"2102",3,0,37
"2103",4,0,50
"2104",3,0,35
"2105",3,0,31
"2108",2,0,48
"2109",3,0,41
"2110",4,0,32
"2111",3,0,60
"2112",2,0,51
"2113",3,0,33
"2115",4,0,54
"2116",3,0,45
"2118",2,0,28
"2120",4,0,26
"2121",,0,37
"2122",2,0,54
"2125",3,0,46
"2128",3,0,34
"2129",3,0,46
"2131",2,0,52
"2132",1,0,35
"2133",4,0,27
"2134",3,1,39
"2135",3,0,55
"2137",2,0,31
"2139",4,0,47
"2142",2,1,49
"2143",2,0,30
"2144",2,0,64
"2145",3,0,46
"2146",2,1,49
"2147",3,0,34
"2148",4,0,64
"2149",4,1,59
"2150",3,0,40
"2151",2,0,27
"2155",3,0,60
"2156",2,0,26
"2157",2,0,60
"2162",2,0,34
"2163",3,0,36
"2164",3,0,47
"2165",4,0,44
"2167",3,0,36
"2169",4,0,32
"2170",3,0,47
"2171",2,0,53
"2172",3,0,25
"2173",3,0,62
"2174",,0,26
"2175",3,1,39
"2176",3,0,28
"2179",1,0,55
"2180",2,0,55
"2181",3,1,29
"2184",2,0,41
"2185",1,0,40
"2186",1,0,38
