Region,Year,Age,SuicideDeaths,Population,SuicideRate,AgeEnd,NineEnd,DeathsAll,RegionCode
"South",2006,30,194,1383195,14.03,0,0,1037,2
"South",2006,31,189,1409303,13.41,1,0,1058,2
"South",2006,32,174,1402927,12.4,2,0,1002,2
"South",2006,33,188,1447103,12.99,3,0,1036,2
"South",2006,34,207,1513644,13.68,4,0,1027,2
"South",2006,35,242,1590866,15.21,5,0,1115,2
"South",2006,36,233,1593877,14.62,6,0,1055,2
"South",2006,37,235,1505737,15.61,7,0,1095,2
"South",2006,38,251,1477791,16.98,8,0,1140,2
"South",2006,39,246,1485671,16.56,9,9,1149,2
"South",2006,40,239,1531444,15.61,0,0,1146,2
"South",2006,41,264,1640838,16.09,1,0,1218,2
"South",2006,42,273,1666632,16.38,2,0,1342,2
"South",2006,43,282,1655909,17.03,3,0,1355,2
"South",2006,44,303,1637734,18.5,4,0,1407,2
"South",2006,45,275,1651209,16.65,5,0,1373,2
"South",2006,46,292,1682678,17.35,6,0,1367,2
"South",2006,47,304,1622566,18.74,7,0,1357,2
"South",2006,48,311,1613044,19.28,8,0,1395,2
"South",2006,49,285,1601939,17.79,9,9,1293,2
"South",2006,50,258,1530591,16.86,0,0,1190,2
"South",2006,51,301,1548406,19.44,1,0,1224,2
"South",2006,52,274,1476403,18.56,2,0,1141,2
"South",2006,53,274,1431717,19.14,3,0,1086,2
"South",2006,54,231,1388608,16.64,4,0,932,2
"South",2006,55,231,1349308,17.12,5,0,902,2
"South",2006,56,211,1359358,15.52,6,0,865,2
"South",2006,57,205,1318192,15.55,7,0,818,2
"South",2006,58,208,1314059,15.83,8,0,787,2
"South",2006,59,205,1357679,15.1,9,9,814,2
"South",2006,60,192,1021431,18.8,0,0,635,2
"South",2006,61,148,1038445,14.25,1,0,614,2
"South",2006,62,151,1025359,14.73,2,0,615,2
"South",2006,63,146,1048735,13.92,3,0,568,2
"South",2006,64,122,924085,13.2,4,0,499,2
"West",2006,25,147,1060678,13.86,5,0,683,3
"West",2006,26,109,1039718,10.48,6,0,639,3
"West",2006,27,143,1000024,14.3,7,0,648,3
"West",2006,28,124,957061,12.96,8,0,571,3
"West",2006,29,122,931659,13.09,9,9,532,3
"West",2006,30,119,929532,12.8,0,0,525,3
"West",2006,31,111,932976,11.9,1,0,522,3
"West",2006,32,93,921074,10.1,2,0,484,3
"West",2006,33,122,930765,13.11,3,0,504,3
"West",2006,34,134,963945,13.9,4,0,552,3
"West",2006,35,133,1019177,13.05,5,0,554,3
"West",2006,36,148,1054820,14.03,6,0,557,3
"West",2006,37,161,977946,16.46,7,0,603,3
"West",2006,38,141,951916,14.81,8,0,579,3
"West",2006,39,161,937421,17.17,9,9,634,3
"West",2006,40,156,951161,16.4,0,0,624,3
"West",2006,41,145,1022812,14.18,1,0,621,3
"West",2006,42,154,1024346,15.03,2,0,712,3
"West",2006,43,167,1026227,16.27,3,0,700,3
"West",2006,44,178,1023388,17.39,4,0,744,3
"West",2006,45,182,1022316,17.8,5,0,785,3
"West",2006,46,193,1057826,18.24,6,0,858,3
"West",2006,47,186,998841,18.62,7,0,766,3
"West",2006,48,173,1000001,17.3,8,0,751,3
"West",2006,49,192,995287,19.29,9,9,831,3
"West",2006,50,186,956500,19.45,0,0,746,3
"West",2006,51,180,973625,18.49,1,0,727,3
"West",2006,52,197,926357,21.27,2,0,729,3
"West",2006,53,173,899666,19.23,3,0,670,3
"West",2006,54,148,864345,17.12,4,0,617,3
"West",2006,55,167,835627,19.98,5,0,595,3
"West",2006,56,140,849776,16.47,6,0,546,3
"West",2006,57,126,799136,15.77,7,0,529,3
"West",2006,58,125,784164,15.94,8,0,498,3
"West",2006,59,132,809107,16.31,9,9,473,3
"West",2006,60,104,613179,16.96,0,0,353,3
"West",2006,61,100,617922,16.18,1,0,370,3
"West",2006,62,91,593342,15.34,2,0,326,3
"West",2006,63,90,595505,15.11,3,0,329,3
"West",2006,64,76,522931,14.53,4,0,289,3
"Midwest",2007,25,117,917158,12.76,5,0,563,4
"Midwest",2007,26,128,894286,14.31,6,0,555,4
"Midwest",2007,27,108,893079,12.09,7,0,591,4
"Midwest",2007,28,119,835661,14.24,8,0,519,4
"Midwest",2007,29,127,810682,15.67,9,9,497,4
"Midwest",2007,30,95,820375,11.58,0,0,475,4
"Midwest",2007,31,106,787238,13.46,1,0,470,4
"Midwest",2007,32,111,832176,13.34,2,0,483,4
"Midwest",2007,33,100,795972,12.56,3,0,453,4
"Midwest",2007,34,127,813995,15.6,4,0,511,4
"Midwest",2007,35,123,858109,14.33,5,0,514,4
"Midwest",2007,36,124,917015,13.52,6,0,513,4
"Midwest",2007,37,140,921022,15.2,7,0,507,4
"Midwest",2007,38,142,880445,16.13,8,0,543,4
"Midwest",2007,39,136,861232,15.79,9,9,501,4
"Midwest",2007,40,140,871395,16.07,0,0,524,4
"Midwest",2007,41,149,896888,16.61,1,0,570,4
"Midwest",2007,42,162,961741,16.84,2,0,591,4
"Midwest",2007,43,160,991769,16.13,3,0,674,4
"Midwest",2007,44,198,992215,19.96,4,0,706,4
"Midwest",2007,45,204,1002234,20.35,5,0,701,4
"Midwest",2007,46,168,1028005,16.34,6,0,733,4
"Midwest",2007,47,188,1046308,17.97,7,0,718,4
"Midwest",2007,48,188,1014195,18.54,8,0,690,4
"Midwest",2007,49,172,1023534,16.8,9,9,674,4
"Midwest",2007,50,154,1003571,15.35,0,0,637,4
"Midwest",2007,51,156,973873,16.02,1,0,596,4
"Midwest",2007,52,177,970955,18.23,2,0,636,4
"Midwest",2007,53,166,935524,17.74,3,0,617,4
"Midwest",2007,54,156,905549,17.23,4,0,560,4
"Midwest",2007,55,156,876676,17.79,5,0,544,4
"Midwest",2007,56,114,850479,13.4,6,0,480,4
"Midwest",2007,57,134,830250,16.14,7,0,460,4
"Midwest",2007,58,111,799830,13.88,8,0,417,4
"Midwest",2007,59,105,782239,13.42,9,9,376,4
"Midwest",2007,60,107,815930,13.11,0,0,386,4
"Midwest",2007,61,81,599251,13.52,1,0,322,4
"Midwest",2007,62,59,591204,9.98,2,0,279,4
"Midwest",2007,63,71,584836,12.14,3,0,277,4
"Midwest",2007,64,93,614108,15.14,4,0,321,4
"Northeast",2007,25,83,713094,11.64,5,0,413,1
"Northeast",2007,26,81,703732,11.51,6,0,401,1
"Northeast",2007,27,52,710766,7.32,7,0,366,1
"Northeast",2007,28,68,695618,9.78,8,0,396,1
"Northeast",2007,29,76,679904,11.18,9,9,327,1
"Northeast",2007,30,58,688549,8.42,0,0,326,1
"Northeast",2007,31,56,650144,8.61,1,0,299,1
"Northeast",2007,32,62,665098,9.32,2,0,311,1
"Northeast",2007,33,72,642243,11.21,3,0,303,1
"Northeast",2007,34,77,667520,11.54,4,0,316,1
"Northeast",2007,35,93,717774,12.96,5,0,332,1
"Northeast",2007,36,78,768260,10.15,6,0,365,1
"Northeast",2007,37,76,797824,9.53,7,0,370,1
"Northeast",2007,38,96,759951,12.63,8,0,384,1
"Northeast",2007,39,78,761839,10.24,9,9,369,1
"Northeast",2007,40,106,770315,13.76,0,0,430,1
"Northeast",2007,41,109,804168,13.55,1,0,414,1
"Northeast",2007,42,110,856274,12.85,2,0,438,1
"Northeast",2007,43,94,866683,10.85,3,0,431,1
"Northeast",2007,44,131,854737,15.33,4,0,478,1
"Northeast",2007,45,99,854239,11.59,5,0,466,1
"Northeast",2007,46,109,871259,12.51,6,0,476,1
"Northeast",2007,47,103,892268,11.54,7,0,457,1
"Northeast",2007,48,108,857643,12.59,8,0,493,1
"Northeast",2007,49,118,856806,13.77,9,9,452,1
"Northeast",2007,50,111,835871,13.28,0,0,431,1
"Northeast",2007,51,104,812171,12.81,1,0,453,1
"Northeast",2007,52,114,812208,14.04,2,0,455,1
"Northeast",2007,53,110,774026,14.21,3,0,419,1
"Northeast",2007,54,92,754930,12.19,4,0,390,1
"Northeast",2007,55,91,720782,12.63,5,0,330,1
"Northeast",2007,56,88,707152,12.44,6,0,307,1
"Northeast",2007,57,85,703572,12.08,7,0,327,1
"Northeast",2007,58,70,674200,10.38,8,0,302,1
"Northeast",2007,59,90,668988,13.45,9,9,293,1
"Northeast",2007,60,97,706465,13.73,0,0,316,1
"Northeast",2007,61,51,524333,9.73,1,0,200,1
"Northeast",2007,62,49,513285,9.55,2,0,186,1
"Northeast",2007,63,53,499840,10.6,3,0,203,1
"Northeast",2007,64,52,535581,9.71,4,0,200,1
"South",2007,25,214,1561590,13.7,5,0,1327,2
"South",2007,26,196,1572516,12.46,6,0,1287,2
"South",2007,27,208,1568557,13.26,7,0,1266,2
"South",2007,28,191,1472673,12.97,8,0,1193,2
"South",2007,29,192,1412917,13.59,9,9,1199,2
"South",2007,30,210,1426506,14.72,0,0,1154,2
"South",2007,31,195,1380233,14.13,1,0,1063,2
"South",2007,32,242,1445744,16.74,2,0,1078,2
"South",2007,33,217,1417787,15.31,3,0,1000,2
"South",2007,34,228,1456453,15.65,4,0,1059,2
"South",2007,35,234,1534576,15.25,5,0,1165,2
"South",2007,36,275,1602948,17.16,6,0,1161,2
"South",2007,37,243,1599628,15.19,7,0,1195,2
"South",2007,38,224,1519853,14.74,8,0,1094,2
"South",2007,39,214,1492886,14.33,9,9,1060,2
"South",2007,40,270,1492087,18.1,0,0,1171,2
"South",2007,41,285,1547254,18.42,1,0,1247,2
"South",2007,42,267,1648567,16.2,2,0,1270,2
"South",2007,43,331,1676466,19.74,3,0,1382,2
"South",2007,44,307,1648627,18.62,4,0,1397,2
"South",2007,45,283,1644130,17.21,5,0,1401,2
"South",2007,46,324,1667078,19.44,6,0,1397,2
"South",2007,47,325,1694323,19.18,7,0,1459,2
"South",2007,48,348,1623004,21.44,8,0,1346,2
"South",2007,49,303,1621403,18.69,9,9,1352,2
"South",2007,50,256,1597444,16.03,0,0,1260,2
"South",2007,51,281,1546831,18.17,1,0,1278,2
"South",2007,52,295,1542619,19.12,2,0,1186,2
"South",2007,53,258,1487323,17.35,3,0,1123,2
"South",2007,54,267,1438788,18.56,4,0,1076,2
"South",2007,55,235,1377528,17.06,5,0,993,2
"South",2007,56,248,1363768,18.18,6,0,911,2
"South",2007,57,221,1354596,16.31,7,0,924,2
"South",2007,58,198,1319575,15,8,0,838,2
"South",2007,59,190,1309722,14.51,9,9,802,2
"South",2007,60,233,1339307,17.4,0,0,831,2
"South",2007,61,163,1034184,15.76,1,0,627,2
"South",2007,62,156,1038115,15.03,2,0,594,2
"South",2007,63,137,1035746,13.23,3,0,589,2
"South",2007,64,161,1032128,15.6,4,0,616,2
"West",2007,25,151,1053730,14.33,5,0,672,3
"West",2007,26,147,1052316,13.97,6,0,671,3
"West",2007,27,135,1051993,12.83,7,0,641,3
"West",2007,28,137,995847,13.76,8,0,588,3
"West",2007,29,143,946579,15.11,9,9,566,3
"West",2007,30,137,959097,14.28,0,0,564,3
"West",2007,31,122,906997,13.45,1,0,520,3
"West",2007,32,127,956445,13.28,2,0,506,3
"West",2007,33,122,924925,13.19,3,0,525,3
"West",2007,34,141,933268,15.11,4,0,563,3
"West",2007,35,124,973274,12.74,5,0,518,3
"West",2007,36,156,1014355,15.38,6,0,597,3
"West",2007,37,150,1052059,14.26,7,0,606,3
"West",2007,38,158,976742,16.18,8,0,591,3
"West",2007,39,158,954099,16.56,9,9,604,3
"West",2007,40,175,937544,18.67,0,0,629,3
"West",2007,41,152,953950,15.93,1,0,601,3
"West",2007,42,174,1018850,17.08,2,0,680,3
"West",2007,43,191,1025587,18.62,3,0,739,3
"West",2007,44,189,1017222,18.58,4,0,691,3
"West",2007,45,203,1019189,19.92,5,0,803,3
"West",2007,46,216,1025590,21.06,6,0,823,3
"West",2007,47,207,1061297,19.5,7,0,821,3
"West",2007,48,181,992811,18.23,8,0,789,3
"West",2007,49,204,1004445,20.31,9,9,793,3
"West",2007,50,223,989593,22.53,0,0,821,3
"West",2007,51,211,962058,21.93,1,0,800,3
"West",2007,52,219,966838,22.65,2,0,821,3
"West",2007,53,191,928105,20.58,3,0,740,3
"West",2007,54,186,901901,20.62,4,0,655,3
"West",2007,55,195,854715,22.81,5,0,650,3
"West",2007,56,158,839985,18.81,6,0,592,3
"West",2007,57,151,846465,17.84,7,0,538,3
"West",2007,58,175,795348,22,8,0,517,3
"West",2007,59,147,778902,18.87,9,9,469,3
"West",2007,60,149,797752,18.68,0,0,483,3
"West",2007,61,120,618034,19.42,1,0,385,3
"West",2007,62,88,615314,14.3,2,0,313,3
"West",2007,63,92,590903,15.57,3,0,343,3
"West",2007,64,95,587346,16.17,4,0,325,3
"Midwest",2008,25,115,890730,12.91,5,0,559,4
"Midwest",2008,26,106,906243,11.7,6,0,541,4
"Midwest",2008,27,117,894569,13.08,7,0,552,4
"Midwest",2008,28,133,880625,15.1,8,0,590,4
"Midwest",2008,29,138,837399,16.48,9,9,552,4
"Midwest",2008,30,119,828893,14.36,0,0,512,4
"Midwest",2008,31,123,809486,15.19,1,0,497,4
"Midwest",2008,32,120,799468,15.01,2,0,489,4
"Midwest",2008,33,124,826541,15,3,0,470,4
"Midwest",2008,34,125,793227,15.76,4,0,453,4
"Midwest",2008,35,122,808765,15.08,5,0,490,4
"Midwest",2008,36,125,856319,14.6,6,0,475,4
"Midwest",2008,37,139,910137,15.27,7,0,544,4
"Midwest",2008,38,167,919229,18.17,8,0,564,4
"Midwest",2008,39,169,878903,19.23,9,9,519,4
"Midwest",2008,40,145,854402,16.97,0,0,572,4
"Midwest",2008,41,155,870509,17.81,1,0,588,4
"Midwest",2008,42,159,894565,17.77,2,0,560,4
"Midwest",2008,43,179,960769,18.63,3,0,648,4
"Midwest",2008,44,200,982090,20.36,4,0,703,4
"Midwest",2008,45,170,984113,17.27,5,0,701,4
"Midwest",2008,46,169,1003470,16.84,6,0,704,4
"Midwest",2008,47,197,1027163,19.18,7,0,710,4
"Midwest",2008,48,188,1040906,18.06,8,0,691,4
"Midwest",2008,49,199,1014581,19.61,9,9,729,4
"Midwest",2008,50,201,1011179,19.88,0,0,687,4
"Midwest",2008,51,164,1008742,16.26,1,0,632,4
"Midwest",2008,52,165,966029,17.08,2,0,641,4
"Midwest",2008,53,143,970218,14.74,3,0,590,4
"Midwest",2008,54,158,934930,16.9,4,0,550,4
"Midwest",2008,55,152,891963,17.04,5,0,558,4
"Midwest",2008,56,142,877488,16.18,6,0,532,4
"Midwest",2008,57,110,841322,13.07,7,0,470,4
"Midwest",2008,58,117,826873,14.15,8,0,461,4
"Midwest",2008,59,118,792296,14.89,9,9,404,4
"Midwest",2008,60,123,765379,16.07,0,0,438,4
"Midwest",2008,61,89,820448,10.85,1,0,359,4
"Midwest",2008,62,87,592129,14.69,2,0,324,4
"Midwest",2008,63,70,580620,12.06,3,0,294,4
"Midwest",2008,64,85,576947,14.73,4,0,284,4
"Northeast",2008,25,87,736802,11.81,5,0,428,1
"Northeast",2008,26,71,706899,10.04,6,0,394,1
"Northeast",2008,27,69,708202,9.74,7,0,369,1
"Northeast",2008,28,61,721053,8.46,8,0,350,1
"Northeast",2008,29,74,689635,10.73,9,9,361,1
"Northeast",2008,30,72,698864,10.3,0,0,350,1
"Northeast",2008,31,57,667482,8.54,1,0,310,1
"Northeast",2008,32,63,656557,9.6,2,0,307,1
"Northeast",2008,33,74,659617,11.22,3,0,320,1
"Northeast",2008,34,51,645933,7.9,4,0,272,1
"Northeast",2008,35,89,679568,13.1,5,0,343,1
"Northeast",2008,36,70,712966,9.82,6,0,310,1
"Northeast",2008,37,91,762545,11.93,7,0,390,1
"Northeast",2008,38,97,798165,12.15,8,0,390,1
"Northeast",2008,39,86,759033,11.33,9,9,352,1
"Northeast",2008,40,92,759221,12.12,0,0,346,1
"Northeast",2008,41,102,771781,13.22,1,0,393,1
"Northeast",2008,42,115,801893,14.34,2,0,416,1
"Northeast",2008,43,117,856025,13.67,3,0,453,1
"Northeast",2008,44,129,860618,14.99,4,0,498,1
"Northeast",2008,45,123,848060,14.5,5,0,465,1
"Northeast",2008,46,123,854879,14.39,6,0,468,1
"Northeast",2008,47,125,871001,14.35,7,0,502,1
"Northeast",2008,48,141,885453,15.92,8,0,505,1
"Northeast",2008,49,124,857674,14.46,9,9,529,1
"Northeast",2008,50,123,847459,14.51,0,0,469,1
"Northeast",2008,51,128,843146,15.18,1,0,451,1
"Northeast",2008,52,117,805550,14.52,2,0,471,1
"Northeast",2008,53,125,813423,15.37,3,0,442,1
"Northeast",2008,54,110,772917,14.23,4,0,403,1
"Northeast",2008,55,105,743525,14.12,5,0,385,1
"Northeast",2008,56,103,720959,14.29,6,0,398,1
"Northeast",2008,57,80,699374,11.44,7,0,290,1
"Northeast",2008,58,75,698752,10.73,8,0,300,1
"Northeast",2008,59,82,664490,12.34,9,9,301,1
"Northeast",2008,60,66,653450,10.1,0,0,253,1
"Northeast",2008,61,74,710877,10.41,1,0,262,1
"Northeast",2008,62,47,516831,9.09,2,0,196,1
"Northeast",2008,63,46,503342,9.14,3,0,181,1
"Northeast",2008,64,48,492134,9.75,4,0,208,1
"South",2008,25,233,1569945,14.84,5,0,1301,2
"South",2008,26,208,1547042,13.45,6,0,1227,2
"South",2008,27,217,1594984,13.61,7,0,1213,2
"South",2008,28,226,1566267,14.43,8,0,1245,2
"South",2008,29,191,1457104,13.11,9,9,1172,2
"South",2008,30,218,1462676,14.9,0,0,1131,2
"South",2008,31,229,1417041,16.16,1,0,1044,2
"South",2008,32,191,1417756,13.47,2,0,1009,2
"South",2008,33,215,1458649,14.74,3,0,974,2
"South",2008,34,212,1422752,14.9,4,0,994,2
"South",2008,35,239,1474858,16.2,5,0,1033,2
"South",2008,36,214,1544044,13.86,6,0,1058,2
"South",2008,37,272,1606713,16.93,7,0,1149,2
"South",2008,38,256,1612187,15.88,8,0,1091,2
"South",2008,39,202,1533742,13.17,9,9,1037,2
"South",2008,40,263,1497112,17.57,0,0,1077,2
"South",2008,41,259,1505780,17.2,1,0,1142,2
"South",2008,42,246,1552693,15.84,2,0,1160,2
"South",2008,43,304,1657500,18.34,3,0,1292,2
"South",2008,44,316,1665865,18.97,4,0,1351,2
"South",2008,45,327,1653933,19.77,5,0,1387,2
"South",2008,46,303,1659845,18.25,6,0,1479,2
"South",2008,47,353,1678543,21.03,7,0,1451,2
"South",2008,48,317,1692417,18.73,8,0,1343,2
"South",2008,49,320,1630522,19.63,9,9,1343,2
"South",2008,50,339,1614024,21,0,0,1355,2
"South",2008,51,304,1614835,18.83,1,0,1302,2
"South",2008,52,297,1538344,19.31,2,0,1242,2
"South",2008,53,284,1553375,18.28,3,0,1151,2
"South",2008,54,296,1493814,19.82,4,0,1102,2
"South",2008,55,285,1423669,20.02,5,0,1064,2
"South",2008,56,243,1392087,17.46,6,0,989,2
"South",2008,57,259,1356402,19.09,7,0,909,2
"South",2008,58,218,1354274,16.1,8,0,832,2
"South",2008,59,232,1312226,17.68,9,9,828,2
"South",2008,60,220,1290552,17.05,0,0,810,2
"South",2008,61,208,1357089,15.33,1,0,789,2
"South",2008,62,170,1032774,16.46,2,0,634,2
"South",2008,63,156,1048098,14.88,3,0,634,2
"South",2008,64,152,1017557,14.94,4,0,557,2
"West",2008,25,144,1048733,13.73,5,0,613,3
"West",2008,26,133,1046399,12.71,6,0,607,3
"West",2008,27,132,1067410,12.37,7,0,614,3
"West",2008,28,131,1047675,12.5,8,0,556,3
"West",2008,29,129,984952,13.1,9,9,570,3
"West",2008,30,117,979758,11.94,0,0,526,3
"West",2008,31,134,934085,14.35,1,0,505,3
"West",2008,32,110,933980,11.78,2,0,474,3
"West",2008,33,130,962446,13.51,3,0,517,3
"West",2008,34,101,929594,10.86,4,0,463,3
"West",2008,35,133,944850,14.08,5,0,513,3
"West",2008,36,143,970490,14.73,6,0,520,3
"West",2008,37,166,1012278,16.4,7,0,570,3
"West",2008,38,151,1052576,14.35,8,0,571,3
"West",2008,39,184,980095,18.77,9,9,634,3
"West",2008,40,136,954975,14.24,0,0,552,3
"West",2008,41,164,942021,17.41,1,0,608,3
"West",2008,42,167,950312,17.57,2,0,635,3
"West",2008,43,158,1020924,15.48,3,0,612,3
"West",2008,44,182,1015968,17.91,4,0,690,3
"West",2008,45,210,1013145,20.73,5,0,743,3
"West",2008,46,219,1023290,21.4,6,0,804,3
"West",2008,47,218,1029416,21.18,7,0,797,3
"West",2008,48,224,1054179,21.25,8,0,802,3
"West",2008,49,215,998383,21.53,9,9,832,3
"West",2008,50,201,998466,20.13,0,0,774,3
"West",2008,51,233,997283,23.36,1,0,816,3
"West",2008,52,212,954676,22.21,2,0,760,3
"West",2008,53,208,969793,21.45,3,0,700,3
"West",2008,54,214,931271,22.98,4,0,726,3
"West",2008,55,186,890367,20.89,5,0,664,3
"West",2008,56,197,860170,22.9,6,0,645,3
"West",2008,57,186,836103,22.25,7,0,582,3
"West",2008,58,165,842528,19.58,8,0,523,3
"West",2008,59,157,789700,19.88,9,9,509,3
"West",2008,60,128,767164,16.68,0,0,485,3
"West",2008,61,153,806573,18.97,1,0,492,3
"West",2008,62,112,615591,18.19,2,0,377,3
"West",2008,63,123,612803,20.07,3,0,372,3
"West",2008,64,96,582137,16.49,4,0,332,3
"Midwest",2009,25,117,875829,13.36,5,0,515,4
"Midwest",2009,26,120,877570,13.67,6,0,553,4
"Midwest",2009,27,118,907066,13.01,7,0,527,4
"Midwest",2009,28,117,880486,13.29,8,0,491,4
"Midwest",2009,29,110,883462,12.45,9,9,530,4
"Midwest",2009,30,111,860408,12.9,0,0,492,4
"Midwest",2009,31,98,816584,12,1,0,463,4
"Midwest",2009,32,117,824335,14.19,2,0,500,4
"Midwest",2009,33,107,793147,13.49,3,0,450,4
"Midwest",2009,34,128,823590,15.54,4,0,444,4
"Midwest",2009,35,113,787914,14.34,5,0,443,4
"Midwest",2009,36,146,807869,18.07,6,0,503,4
"Midwest",2009,37,135,849290,15.9,7,0,520,4
"Midwest",2009,38,150,909319,16.5,8,0,532,4
"Midwest",2009,39,138,917555,15.04,9,9,510,4
"Midwest",2009,40,151,871658,17.32,0,0,520,4
"Midwest",2009,41,144,854088,16.86,1,0,529,4
"Midwest",2009,42,133,868815,15.31,2,0,515,4
"Midwest",2009,43,143,894527,15.99,3,0,570,4
"Midwest",2009,44,173,951227,18.19,4,0,645,4
"Midwest",2009,45,160,973825,16.43,5,0,625,4
"Midwest",2009,46,211,986670,21.39,6,0,710,4
"Midwest",2009,47,187,1003138,18.64,7,0,718,4
"Midwest",2009,48,165,1021702,16.15,8,0,637,4
"Midwest",2009,49,169,1042403,16.21,9,9,673,4
"Midwest",2009,50,177,1002029,17.66,0,0,655,4
"Midwest",2009,51,187,1018523,18.36,1,0,687,4
"Midwest",2009,52,199,1000910,19.88,2,0,662,4
"Midwest",2009,53,175,965897,18.12,3,0,635,4
"Midwest",2009,54,158,970709,16.28,4,0,556,4
"Midwest",2009,55,150,920286,16.3,5,0,547,4
"Midwest",2009,56,148,893713,16.56,6,0,521,4
"Midwest",2009,57,137,867980,15.78,7,0,483,4
"Midwest",2009,58,128,838338,15.27,8,0,431,4
"Midwest",2009,59,123,819100,15.02,9,9,417,4
"Midwest",2009,60,96,774187,12.4,0,0,399,4
"Midwest",2009,61,105,770747,13.62,1,0,399,4
"Midwest",2009,62,80,811747,9.86,2,0,332,4
"Midwest",2009,63,66,581361,11.35,3,0,264,4
"Midwest",2009,64,59,572679,10.3,4,0,270,4
"Northeast",2009,25,61,723567,8.43,5,0,358,1
"Northeast",2009,26,61,728595,8.37,6,0,377,1
"Northeast",2009,27,63,711793,8.85,7,0,350,1
"Northeast",2009,28,63,719583,8.76,8,0,372,1
"Northeast",2009,29,57,713877,7.98,9,9,363,1
"Northeast",2009,30,71,711369,9.98,0,0,312,1
"Northeast",2009,31,60,674238,8.9,1,0,280,1
"Northeast",2009,32,69,674393,10.23,2,0,308,1
"Northeast",2009,33,59,651148,9.06,3,0,299,1
"Northeast",2009,34,71,664779,10.68,4,0,265,1
"Northeast",2009,35,68,659746,10.31,5,0,268,1
"Northeast",2009,36,83,674998,12.3,6,0,275,1
"Northeast",2009,37,78,708174,11.01,7,0,330,1
"Northeast",2009,38,86,763768,11.26,8,0,326,1
"Northeast",2009,39,106,797714,13.29,9,9,372,1
"Northeast",2009,40,93,756527,12.29,0,0,359,1
"Northeast",2009,41,86,761908,11.29,1,0,343,1
"Northeast",2009,42,105,770451,13.63,2,0,399,1
"Northeast",2009,43,109,802287,13.59,3,0,386,1
"Northeast",2009,44,112,849792,13.18,4,0,422,1
"Northeast",2009,45,117,854456,13.69,5,0,412,1
"Northeast",2009,46,119,849536,14.01,6,0,485,1
"Northeast",2009,47,127,855803,14.84,7,0,454,1
"Northeast",2009,48,121,864477,14,8,0,466,1
"Northeast",2009,49,112,886590,12.63,9,9,476,1
"Northeast",2009,50,153,847964,18.04,0,0,464,1
"Northeast",2009,51,148,857296,17.26,1,0,441,1
"Northeast",2009,52,143,836394,17.1,2,0,441,1
"Northeast",2009,53,106,807900,13.12,3,0,409,1
"Northeast",2009,54,127,813492,15.61,4,0,416,1
"Northeast",2009,55,100,761199,13.14,5,0,350,1
"Northeast",2009,56,114,745111,15.3,6,0,357,1
"Northeast",2009,57,98,713387,13.74,7,0,312,1
"Northeast",2009,58,97,695479,13.95,8,0,317,1
"Northeast",2009,59,82,689633,11.89,9,9,282,1
"Northeast",2009,60,78,649098,12.02,0,0,268,1
"Northeast",2009,61,83,658716,12.6,1,0,260,1
"Northeast",2009,62,62,702787,8.82,2,0,242,1
"Northeast",2009,63,59,507185,11.63,3,0,199,1
"Northeast",2009,64,54,496383,10.88,4,0,194,1
"South",2009,25,220,1559968,14.1,5,0,1130,2
"South",2009,26,223,1554520,14.35,6,0,1198,2
"South",2009,27,211,1570089,13.44,7,0,1108,2
"South",2009,28,225,1590822,14.14,8,0,1147,2
"South",2009,29,241,1546447,15.58,9,9,1189,2
"South",2009,30,221,1510974,14.63,0,0,1108,2
"South",2009,31,201,1450396,13.86,1,0,1008,2
"South",2009,32,191,1457733,13.1,2,0,978,2
"South",2009,33,221,1430017,15.45,3,0,984,2
"South",2009,34,227,1461662,15.53,4,0,1021,2
"South",2009,35,207,1440417,14.37,5,0,972,2
"South",2009,36,219,1482325,14.77,6,0,1043,2
"South",2009,37,252,1545777,16.3,7,0,1046,2
"South",2009,38,269,1619642,16.61,8,0,1102,2
"South",2009,39,271,1625806,16.67,9,9,1063,2
"South",2009,40,253,1535899,16.47,0,0,1109,2
"South",2009,41,276,1509892,18.28,1,0,1093,2
"South",2009,42,267,1509239,17.69,2,0,1131,2
"South",2009,43,321,1560767,20.57,3,0,1182,2
"South",2009,44,336,1644024,20.44,4,0,1268,2
"South",2009,45,336,1669984,20.12,5,0,1333,2
"South",2009,46,334,1670105,20,6,0,1415,2
"South",2009,47,315,1670960,18.85,7,0,1422,2
"South",2009,48,328,1675143,19.58,8,0,1411,2
"South",2009,49,330,1699872,19.41,9,9,1310,2
"South",2009,50,363,1621109,22.39,0,0,1337,2
"South",2009,51,328,1632224,20.1,1,0,1308,2
"South",2009,52,336,1603163,20.96,2,0,1292,2
"South",2009,53,329,1549994,21.23,3,0,1274,2
"South",2009,54,316,1559597,20.26,4,0,1192,2
"South",2009,55,299,1474683,20.28,5,0,1088,2
"South",2009,56,271,1439599,18.82,6,0,1032,2
"South",2009,57,259,1382538,18.73,7,0,969,2
"South",2009,58,284,1355328,20.95,8,0,923,2
"South",2009,59,218,1344773,16.21,9,9,845,2
"South",2009,60,211,1289008,16.37,0,0,789,2
"South",2009,61,222,1310866,16.94,1,0,801,2
"South",2009,62,189,1354075,13.96,2,0,755,2
"South",2009,63,150,1043830,14.37,3,0,649,2
"South",2009,64,145,1026493,14.13,4,0,556,2
"West",2009,25,144,1045238,13.78,5,0,560,3
